trial,accuracy,cost_impossible,cost_minor,cost_no_match,fgw_alpha,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_vdir,norm_x,norm_y,simplification_epsilon,skel_threshold,use_angle_with_ox,use_cycle_count,use_horizontal_direction,use_normalized_x,use_normalized_y,use_vertical_direction
101,0.7406266050333847,59.29039342762657,0.23861723979421762,1.903695003632353,0.5899382120107983,0.20225536628515933,0.2142092710459848,12.870208956016736,119.2665849234232,2.3479502591111707,3.5261877192328224,3.0755039661812003,2.0855650335778724,2.70829714857381,2.8466700033517407,100,1,1,1,1,1,0
102,0.6147919876733436,18.473948025021812,0.272140903729289,1.563627434503196,0.26564922134570496,0.15809023235199737,0.1703994333950522,6.846369913808182,164.5940767854225,3.534271179367981,2.1323823355214926,2.883018921430957,3.0930610370883285,2.2387924039377998,2.2863607036979205,140,1,1,1,0,1,0
103,0.6649537512846866,16.88475876706606,0.2814777700461328,1.3684407061871937,0.8900562548558224,0.18351971848736698,0.18716542585117596,12.681444023030942,158.2859982012666,5.600233085488894,2.1750565839350817,3.2167599944789385,0.9258393496435235,1.2047236362264284,2.1208849881507037,130,1,1,1,1,1,1
104,0.6863753213367609,4.345722739645008,0.28303878180771885,1.02205644829797,0.5100739326578894,0.24861971284669449,0.19237242359867218,7.724931791055713,237.97960363546756,4.723985391568902,2.8945081059522733,3.3174011382661797,2.936680735297942,2.1453820168677664,2.5560446737661673,140,1,1,1,1,0,0
105,0.7419023136246786,19.28691664702127,0.19489180408017148,1.6145056165452472,0.5319386324941171,0.24023222130741928,0.2044321032360747,7.220977732295477,126.25982762419966,1.0777001538580597,2.528380130967278,2.909131937463723,1.668460377243329,0.7611498740958379,1.7009057218662016,120,1,1,1,1,1,0
106,0.7510288065843621,23.707584228266928,0.3388203372295403,1.6122094943955596,0.7464104246474856,0.2496373534225929,0.2129815931403996,12.785512331521527,201.49542149466305,2.5358772225265254,1.4831921265830608,3.132104495421654,1.9195007699144089,3.219279931242044,2.7287209360229787,130,1,1,1,1,1,0
107,0.6913199794555727,7.764300913487781,0.24751076656846216,1.5665600167333076,0.7814733853384489,0.20482220255070044,0.18143179052149982,10.688278886102397,199.8542208117356,1.820698448630914,2.6929146867354783,3.6308456337150177,2.001948472003578,1.9561156524462466,2.434363517562733,140,1,0,1,1,1,1
108,0.728952772073922,31.872629575348313,0.24892405989832933,1.4519019008897747,0.6908105280207022,0.18434850792942176,0.23662641405735907,10.843210580220957,161.74136931547923,1.0199226449304257,1.641987807111647,2.6505933560308383,1.6000304091419624,2.606963944506449,2.675929308836842,140,1,1,0,1,1,0
109,0.7316572601334017,51.093226129926656,0.21366480233471102,1.5464273275364953,0.5933885870285718,0.19450881023809702,0.21348906619604296,12.348600413885011,223.93815880347026,1.4844699235640708,1.9940735192730186,2.663521690308095,1.6504106203515767,1.740102801881073,3.2839242117618737,120,1,1,1,1,1,0
110,0.7184615384615385,125.52678496140058,0.2482458292227448,1.4770516507796398,0.8481714403045942,0.20800385919683617,0.18784001417080032,11.477385198312986,118.11021650270014,3.1519173624750514,1.5819294483326432,2.7429889790931465,3.3366162175379834,2.9078256369410007,3.125970693171907,140,1,0,1,1,1,0
111,0.7055498458376156,22.495263319089954,0.2807592831054355,1.6572744955262215,0.8150654594738775,0.20641552332500812,0.18235784271407113,12.05668525905892,160.14341882466562,2.3574903917211545,1.9172027841534254,3.061574665301037,2.41662352971752,1.3366289813833347,1.9777155658003072,100,1,1,1,1,1,0
112,0.7262455059065228,57.67459098905067,0.28762509591535146,1.6054961966091064,0.6709646747761071,0.17537487096680182,0.21469632121660748,13.556632185505224,120.3353142122416,2.4630283870099143,2.345212950105424,3.569782971137948,1.9906825462635367,3.8916430962848145,2.634410399217477,120,1,1,1,1,1,0
113,0.7055498458376156,197.92259020489914,0.21384671413916334,1.288285844032669,0.6835511543802935,0.20536674787838827,0.23285047718084811,9.052581969936027,15.770133940668076,1.3542273617467886,3.297014570493131,3.2763163925467236,1.51702386025023,2.2785856218069362,2.526456400430214,140,1,1,1,1,1,1
114,0.7444730077120822,26.82429594149896,0.2668595936393374,1.5188235048414247,0.7005726264859662,0.1490279483995278,0.20276057809377618,11.239701842071154,74.87888736313823,2.2753133393124205,2.723601316350327,3.1008660027515274,1.2374868173365825,2.21197322340986,3.4710048851615714,150,1,1,1,1,1,0
115,0.4951156812339332,33.75452034151894,0.33670104809502077,1.3896859194902005,0.9780638186151734,0.21740177577202097,0.18701472488635734,8.638846046095876,152.11445126418764,1.5918065279716174,1.7203502991731117,3.2268281688662634,1.9963022618395212,2.751833144717048,3.2049248269275257,180,1,1,1,1,1,0
116,0.6985105290190036,77.93088422218901,0.2846030605026331,1.7538115931990892,0.556786409645174,0.20799062643703653,0.25104490485855396,11.077731856092868,109.23088718488843,2.8674819070587843,2.2412357260974582,3.7359934073421655,2.9654464258108506,2.142547921563117,1.883467847069263,160,1,0,1,1,1,0
117,0.710174717368962,66.14986613310009,0.24591929691839126,1.5232988588255756,0.424205044639885,0.1644010486589641,0.20822584399634997,9.87327768033547,149.60327302169932,2.8418220005334653,2.43066967287414,3.5798706871233748,1.603471056854309,2.91251541817289,1.6779076890938476,110,1,1,1,1,1,0
118,0.7226502311248074,15.81074515660746,0.24448255981005917,1.6631058364774451,0.791293539042996,0.1909182736719796,0.22608506693755875,8.896330920161045,136.90593670374068,1.47194787870087,2.0163784885529825,3.900139203713244,2.164735579851947,2.7689952670494535,4.056390535708696,150,1,0,1,1,1,0
119,0.737301180092355,78.05851304243261,0.3480754613611838,1.721572555575997,0.5525857784767509,0.2217830711318839,0.1845440111652789,8.557614469952144,153.2623333579329,2.6779530190065777,1.2141716926230564,2.363030712617808,2.1134802567742526,3.858964488895373,3.4891208422574147,140,1,1,1,1,1,0
120,0.6475115443817342,57.963972545328744,0.28199298489014324,1.5237630139540113,0.7389916358298709,0.1384923992509745,0.2053268259373276,9.640262571571682,197.71066210547505,2.9147478105693296,2.535682428715198,2.4100358373782926,1.6995517130225681,3.0787475227853593,4.200786856841878,120,1,0,1,0,1,0
121,0.6498714652956298,45.22955744560437,0.32569913973371856,1.8363336184370964,0.7037560929465818,0.1805383259559296,0.18467241362966136,6.879833684967966,152.44126194161055,2.4574960599316413,1.3609828704875147,2.8919996677358646,1.3065418146362833,3.4423517359462643,2.891297274858972,150,1,0,1,1,0,0
122,0.7051874678993323,88.21935503195023,0.22747868832326867,1.53071511835778,0.2688619341896793,0.17352819713825873,0.19506276626862756,9.406651455699071,160.73719136821333,1.037365153388326,1.9425699142810797,3.217548175821379,2.270070603201791,4.37038338005972,2.4459445064414207,120,1,1,1,1,1,0
123,0.7303543913713405,39.23134287225044,0.24227430772743475,1.3176093847402794,0.47111599275015126,0.22849705824970012,0.20457846924858603,11.479813259111829,63.8543461983329,1.342863278541988,2.187447420385496,3.2725293514733784,1.306034480753101,3.553369565563853,3.225102653139678,140,1,1,1,1,1,0
124,0.7252182845403184,60.10303408460431,0.2893334434373696,1.3460029786894276,0.4287135664401209,0.12312786338588397,0.1654145781292382,14.173758014841706,71.95298643374088,2.6714477919635216,1.8460615005092147,3.1869210161946575,1.4135255375494056,2.3679536425142245,3.7312071932724997,150,1,1,1,1,1,0
125,0.6334190231362468,55.813469875261376,0.30521898288436466,1.4591508512600502,0.4420384448808256,0.1819802560798668,0.26506341689691043,9.845884180212996,124.48570714570418,2.3458372675567523,1.6408056756235623,2.4787312992118085,1.3663053317038998,3.140202051879795,3.330390893623682,160,1,1,1,0,1,0
126,0.7332990750256937,61.75787046011224,0.24708865841307676,1.6887532188866017,0.477118962603008,0.15309541357755851,0.1989492009330352,12.767987673303272,168.89225238079277,2.8468610532181478,1.1482343540654418,2.435151531563795,2.9473645309419547,2.593494175856413,3.9104871067438447,130,1,1,1,1,1,0
127,0.7308680020544427,26.301909562768095,0.1974806564753347,1.5498971346194894,0.5536688227564825,0.16645142538781887,0.25065889475783343,12.37757961623936,144.40353922291922,3.0204702304627817,1.5369759637481737,2.4625678493911316,1.2923988286231682,3.0285706138423314,2.9743835556673526,160,1,1,1,1,1,0
128,0.7305912596401029,39.900516512949686,0.2796009572126584,1.483006665004598,0.6498031419100393,0.23525608283471255,0.18829033962223274,13.58855371279014,108.81567381981795,2.513153942589873,2.0755248186537,2.4667346447438616,1.4976569464517586,2.9949111914081588,2.784061734602673,120,1,1,1,1,1,0
129,0.7318952234206472,29.5850518342226,0.17561992769774742,1.5077809172449321,0.5603352685873821,0.2191501428630947,0.24637033077835485,12.288257317625629,85.23582149067795,1.2329946241428513,2.274719151123877,2.947119200605028,1.0092469363580263,3.4569271253372187,2.6179965621596475,140,1,1,1,1,1,0
130,0.7252182845403184,57.39953724123185,0.3449926935367616,1.7767631526402135,0.4842798037257653,0.17539937156000152,0.08786901721741398,12.51079715556127,88.77722102107246,2.3949965853709614,2.13275060927446,3.208940533421627,1.7354544894938324,3.297069414729694,3.5809838668886096,150,1,1,1,1,1,0
131,0.7456230690010298,18.20711225491608,0.20233451034662797,1.5799433968841456,0.7381312265564678,0.1879603406272275,0.24179866794421795,12.259744444822267,14.926226331004074,1.9055524972364821,1.9169642226384582,3.5654702459371133,1.08149629638158,3.124548885026711,3.975202834357387,130,1,1,1,1,1,0
132,0.724049331963001,48.59885738415331,0.275480227678561,1.7048515147383414,0.4583464693123735,0.20319044147596482,0.22565851939729242,13.889059512415294,96.01017604739077,0.6983543660001292,2.013655675791239,3.9083949764419574,0.8749720563959851,1.945577573995368,3.402730640255343,130,1,1,1,1,1,0
133,0.7389516957862282,72.88678627032826,0.2856870513960866,1.6617892669622751,0.6334889878975448,0.21443668890254886,0.1786527987328248,14.100682568183993,39.27401298996318,3.717111180681896,2.1638385345074878,2.811980745169729,2.560315822996001,3.469527878367741,3.4977823577365803,140,1,1,1,1,1,0
134,0.7397119341563786,25.42906730005564,0.3004751175066614,1.6086368553944221,0.7981157254519282,0.17425299782774228,0.274455470336395,14.274611781746577,68.32561821617116,2.9746782104747678,1.757287884643461,3.175334232794041,2.1336685520584733,2.260244148513449,2.939074521823671,120,1,1,1,1,1,0
135,0.7429451000513083,34.76447626859681,0.25073426225362905,1.4534253951570681,0.4948234543848223,0.18098769755764604,0.2540669200907456,10.45168241094316,77.43765656113708,1.4508486926447213,2.6187770951160543,2.7944480960276756,1.5259819356248467,4.065930746073506,3.895218399756462,130,1,1,1,1,1,0
136,0.7470497691123653,33.00214415833612,0.2587077819404837,1.4322629763812602,0.512309542150988,0.21979620154703944,0.1890974126504963,11.041040666260564,45.92044340710111,1.4960377922139907,1.6499480461193,1.8269791037689425,1.2414285326737444,3.5391802562357286,4.189589671324136,140,1,1,1,1,1,0
137,0.7341902313624679,67.28999143121136,0.2114390182754693,1.6099885979786408,0.7299650583357585,0.1750285007848062,0.22450694760967427,11.274157751782955,98.72294583220453,1.1841923025702,1.6774263570398515,2.7330535171609287,1.143331336474422,3.8911610348685532,3.6903597778481516,140,1,0,1,1,1,0
138,0.6846707818930041,27.465048689804476,0.2346457024491404,1.8010878921553364,0.22711829239587075,0.1913211313906712,0.2512861491347922,11.056200193793243,79.18621908166045,1.8004950406594842,1.879384706671253,2.981336897003124,2.212291786499258,3.977026334967964,2.999911310769181,120,0,1,1,1,1,0
139,0.6682074987159733,58.056933954158595,0.22731688601859362,1.7680878572825391,0.7400956440769316,0.2114071303602908,0.22581572003219702,9.005504541041281,122.70261542161715,2.7909788650405067,1.2943445723734825,2.9174555774979343,1.2355966246817611,3.7510603062830494,2.8671392327883614,150,0,0,1,1,1,0
140,0.7209660842754368,68.96666462540836,0.23133618878196038,1.4458347908433917,0.5870714120366225,0.18587018195364668,0.20088785179599922,12.885092978079717,172.2557497014065,1.2930354040575192,2.30937898496019,3.106181254201156,2.3272652233813584,3.9094037806593516,4.434750676313594,130,1,0,1,1,1,0
141,0.7275525910723448,60.79207450023233,0.2159609062611756,1.5042946452578714,0.779047864196345,0.18400128289513634,0.18896543710353442,13.198545124345985,132.64262639297303,1.409888164474416,1.0338477458140776,3.843732448610841,1.7753400837167632,2.9119092603111127,3.498601884741926,140,1,1,1,1,1,0
142,0.7049433573635427,21.014305076451848,0.23839673746388712,1.8793143889954333,0.402826432230497,0.13604697690903897,0.26362306935910024,9.898433130688689,63.58964968140965,3.2007101879830904,1.0597885847738646,3.233148844610542,1.3049469332851151,2.8576006869372685,3.4968455790965494,110,1,1,1,1,1,0
143,0.7236774524910118,104.99232335141181,0.21580941247392926,1.4266336011180643,0.6252431038238789,0.1602565613882822,0.22659595543960176,14.394318053733382,59.81908649822494,0.9999064097408126,1.7948798867835851,2.94186986527432,2.103828989164059,2.588968489780072,2.7473944058654447,120,1,0,1,1,1,0
144,0.7247046738572163,110.5140887564599,0.23306375935939028,1.1529007088884904,0.4494261271800306,0.15539780561312783,0.2234191053464133,14.045877711159873,122.38768632009645,1.9284982578382244,1.4679197242531352,2.588000809998657,1.5225349489346907,3.2006467562778727,3.589934776978309,140,1,0,1,1,1,0
145,0.7253086419753086,67.67726549100543,0.16740628172394834,1.5515885636685747,0.8274174658260254,0.16481253569218768,0.28923734120965827,13.59843939989544,46.65504750590514,4.075293743879869,1.5616809167971057,2.8944990942578332,1.4723784387867902,3.242718361752838,4.026717126468027,120,1,1,1,1,1,0
146,0.7447246525990736,24.748959614609543,0.24251787602967456,1.8566376513696403,0.7264711489371412,0.16090467603610634,0.20763037056643213,14.745822157469359,41.64792908542039,2.4063139817238675,2.2926249773685603,2.5273709583046755,1.2013553425742096,3.533591391535987,3.0039153145427964,120,1,1,1,1,1,0
147,0.7341902313624679,44.81027713101066,0.31509405297774346,1.3685466685898109,0.8122044514856155,0.156279886897702,0.2673398473531676,9.761313253387286,70.95806917473752,1.2112562231634558,2.141909454551212,3.6716222731710597,2.458984074756864,3.7993751397958535,3.9816596938470292,140,1,1,1,1,1,0
148,0.631551901336074,30.88230808439376,0.2563001426780067,1.3077257118059065,0.43028534074246927,0.1839718678336988,0.24472205011001863,6.954955204245198,19.856686676257446,3.964595706833605,2.2524599520920914,3.1047397225897013,1.1822738973742837,2.8796896911563383,3.5904171424718636,160,1,1,1,0,1,0
149,0.6661530559835644,38.24344751597371,0.2244518349463911,1.5100245306052278,0.6061221958049334,0.16241738157329316,0.25287373867342855,12.527537263151043,116.5872066118267,2.269167387152434,1.2979125283697979,2.2741509489665033,3.939957093096683,3.2681101985366547,4.146463712294777,140,1,0,1,1,0,0
150,0.7158273381294964,35.99387943979637,0.24061628117764222,1.3715856755690865,0.676558150490113,0.12033690723380516,0.20817712717797288,10.831147191148188,73.43447043456311,3.1740580128733153,1.9399473510870218,2.3117555347286496,0.5624886239028011,3.659193602614379,4.659581490213421,140,0,1,0,1,1,0
151,0.7038560411311054,46.39564540877941,0.2568116727924427,1.3039055943866233,0.5584776703300594,0.25485179091876975,0.24045592618398576,9.614791771944185,122.4483546074713,1.3602417069680088,1.8577400953451613,2.2199443147744824,1.3091863682884628,2.8751169090439097,3.5845607871075282,100,1,1,1,1,1,0
152,0.7271325796505652,30.725031474406293,0.2430734488507088,1.430710842737862,0.7462313447790064,0.22174493521479627,0.13795759272181915,13.211879377651869,71.03333255763141,2.291361183136465,2.432597452185495,2.0868217395291424,1.0943608301067036,2.8579843051598646,4.482505324313023,120,1,1,0,1,1,0
153,0.7257318952234206,20.231293828053005,0.23364229179106683,1.688361913943273,0.607609463263581,0.16972944377701024,0.230897593208455,9.136056473429147,36.605464278714585,2.463114358685263,2.8924397379189672,2.2910310780982535,0.9108959233084133,3.4316722406970253,4.258123316543134,130,1,1,0,1,1,0
154,0.6856702619414484,37.679504132478975,0.18684899193910776,1.7090916037069637,0.6050746545782102,0.158472889877679,0.15247500670309289,10.307138929121354,103.07930469081444,2.071499101901813,2.438986324447162,2.2312956006433495,1.4695036622131907,3.155491998956631,4.0684097291724575,140,1,1,0,1,0,0
155,0.7431806484817293,37.746995174228964,0.2721534625972167,1.2878103302353512,0.680829901861441,0.2501176866191439,0.1882550077454267,10.719957191981184,134.8441344043028,1.123814411152448,2.214162544432302,2.496150315941883,1.1637466706921376,3.171356605264458,4.141990953459586,120,1,1,1,1,1,0
156,0.6894250513347022,29.531819907205517,0.34347756445965255,1.0923096925995148,0.7413911798028165,0.16203712665658127,0.17029863004323298,8.302255436952152,15.132782220713587,2.3978960615691873,1.3844988841517316,3.4072082008998086,1.4864447755078347,2.6986393004183427,3.4647265242397425,150,1,1,1,0,1,0
157,0.7498715973292245,31.305978521639467,0.21633797972154034,1.3769915526749736,0.717986879026233,0.21561367910317403,0.12185918740663493,9.36324272122219,97.3204603467805,3.909303373279531,2.326452855031417,1.9154698784438549,2.896565864007094,3.0434091128850826,3.837717853096428,140,1,1,1,1,1,0
158,0.6680369989722508,50.107740605736154,0.22971914887052441,1.5847565932612777,0.48199366540876537,0.24244162960675625,0.16766276439903383,13.755616180323713,58.85100803443776,1.7997884550181078,2.1008992592451516,2.209576618464686,2.5718973902355193,4.26342083505485,3.541339490428767,140,1,1,1,1,0,0
159,0.662217659137577,8.446107606916769,0.2627686462872375,1.5063409853061878,0.6277346812681296,0.22661071564477114,0.20404061538886653,12.80344513609058,87.99543669729846,2.51354722699997,1.800934181927198,0.9660592266146215,1.9184939681055504,3.640185577296824,3.2830896555199898,140,1,1,0,0,1,0
160,0.6449126413155191,39.97382938825765,0.24723657640890062,1.5364247670637612,0.49683728469628136,0.20727300844476548,0.17201884371769824,10.214055010071412,212.33729606298436,5.003250979409572,2.945045521204811,2.127426491515132,1.8091595259455293,3.0254068674225776,3.631467793763201,120,1,1,1,0,1,0
161,0.724049331963001,36.773885268345786,0.2254486814012479,1.5086257559526792,0.6731374803631308,0.17855949521339848,0.13569028257920318,10.096670451958664,45.69127145798661,3.761866121117765,3.148011536507199,2.1469809925606995,2.758487656950288,3.3290794751155115,3.9364924899439226,170,1,1,0,1,1,0
162,0.6027749229188079,27.276823618069603,0.289623939121912,1.3326687477761552,0.9447652377620699,0.2163076578910902,0.19041141539875134,14.850653100411987,61.95278788757755,2.0310237775866664,1.5047649349680075,1.8686862841137764,2.8441337677013356,3.6290300663351114,3.71599677924521,150,1,1,1,1,1,0
163,0.678847143592383,46.819059363865065,0.22161508412063524,1.6045605141618235,0.6665275241091445,0.1764065729480827,0.2090080282148673,10.995800630307617,117.3263593507383,3.0715666490057947,3.170403054926094,1.7802408516353685,2.5062836716558605,3.222316051059459,3.620279304586865,130,1,1,0,1,1,1
164,0.6498973305954825,51.19568452279252,0.2747911297379427,1.4026565060360126,0.9234230541941489,0.24929553859632814,0.1915520213227212,9.566353947323742,77.92470444900695,2.685392112504521,2.6420728331848835,1.315665203889862,2.7204489843338098,3.996071954813192,3.457772351082986,110,1,1,1,1,1,0
165,0.745510518214469,59.10119116996067,0.2396768649192959,1.5154266479243972,0.7391487002806907,0.2067259481962151,0.17712689132620268,9.894795389172417,117.78238499071404,2.590967778477055,2.041220831948877,1.8063973429154683,2.3168329923047914,2.8944401458831406,4.201909246115944,140,1,1,1,1,1,0
166,0.7354904982023626,37.043264427173824,0.1853783770232551,1.8252482115476896,0.44111891298720274,0.17752982956759955,0.1385346121699613,10.001548612689795,143.54912423728368,2.142652357526585,1.6570117495766397,2.6811198329830455,2.4514283074206156,3.0916419861509543,2.4669940086142015,150,1,1,1,1,1,0
167,0.7338129496402878,26.20763616223301,0.2746552100893955,1.605663080369641,0.5009630991073684,0.19847739264595343,0.23547382008870232,12.188068392221139,140.559808639506,3.095351581145737,1.6963328720467954,1.5979262625884814,2.1267946994634523,3.1930170211036764,4.221155179045873,150,1,1,1,1,1,0
168,0.6651258346173601,19.894639729355873,0.2791400565779248,1.3549317996629742,0.7946682080918783,0.18156939380405573,0.14496763371560895,13.03329964758143,110.45568018080039,1.7816979170392813,1.6430098056558926,2.2058363893286614,1.2404954228673626,3.44502058146861,3.60887178791727,130,1,1,1,0,1,0
169,0.7164869029275809,7.195640727874875,0.2775524366483365,1.2636373616819296,0.7539101214847588,0.21471739578077415,0.23101800671534134,12.50908077874661,55.31339092605688,3.5457232402318315,2.328118420596584,2.2448816304012347,2.7878895856837516,2.613706553844191,3.771462671505458,180,1,1,1,1,1,0
170,0.6957414058491534,5.396693895544851,0.20240551981492344,1.3580944001485642,0.791945767123274,0.19668611395764624,0.17891870880310584,12.329911968464488,127.87600910493566,1.4681432547036408,2.2758157817234634,2.1901795288655803,1.7814707786575041,3.852664819399574,3.216845876791966,150,1,1,0,1,1,0
171,0.7272727272727273,57.20810984256343,0.2299056295331644,1.4527423120210505,0.7784010587014342,0.19450550832506047,0.09801518438316392,9.214652045359912,102.82544940586811,3.649922270564457,1.836254658345586,2.1841744436258943,1.592855594626708,3.30723575845305,3.534423440353058,150,1,1,0,1,1,0
172,0.7157516675218061,45.84511886513722,0.23692794924764615,1.6757708337063228,0.48472810863975546,0.21734863032622687,0.118378508843598,12.119571790800405,153.19330564193334,4.068305567238921,2.671229222433048,2.328606522118035,1.7324339339623738,3.6076446579245216,2.4834766541212545,150,1,1,0,1,1,0
173,0.733949666153056,21.35208787301817,0.11804918291123505,1.5336514228457296,0.5682183444260247,0.18320616563236758,0.15846162743958617,11.447605583330544,83.08663900017139,2.1553872575840605,2.551152537901892,2.236355047998063,2.8573302173103863,2.5417971646013062,2.6469764353591247,120,1,1,1,1,1,0
174,0.7203694202154951,62.006289266090505,0.20593901676406123,1.619048491430465,0.6048918653502798,0.14168788079932337,0.15940484376733438,13.12272304742003,88.23866787045607,4.495795753989263,2.196328152896956,2.6825189601390145,2.210544218610704,2.7914877141895404,2.720575681225063,170,1,1,1,1,1,0
175,0.6887860082304527,74.10502069096466,0.2745174379044184,1.8063895221800321,0.8925747813565325,0.17173373913588527,0.16441875694067065,10.293265069324416,72.64172215411084,1.009632717247905,1.53443648461578,1.4157833139505835,1.3416204865551136,3.1161995264793902,2.8963189514667746,160,1,1,1,1,1,0
176,0.6380903490759754,67.12050798277598,0.24763424340343565,1.7602980708950333,0.734413755721379,0.17852957960319155,0.17706696827688467,9.806296834645805,103.41356954571494,3.7485512263692016,1.9988924173348326,2.121516505454572,2.0173832962857716,2.7504013805459127,4.281597100080523,170,1,1,0,0,1,0
177,0.7223650385604113,54.52580372642807,0.20347842248049874,1.7599818608939668,0.5895262865553442,0.11702602898154917,0.1892229989469979,10.187927518640045,79.44222644130848,4.1133841736461205,2.3856114841028133,1.873933896421573,3.2066769099465735,2.5379129270591174,3.5782349007933476,150,1,1,1,1,1,0
178,0.7180277349768875,44.96084760160991,0.2864741691451922,1.8112310739629984,0.6123923418630542,0.21522538821451892,0.1624255075726611,8.952842530869978,132.15995197833186,4.080671589837522,1.5054958387833435,1.358796995200351,2.23682945437429,2.6864812567676486,3.3403074203949066,120,1,1,1,1,1,1
179,0.6782965623396614,29.4970615058856,0.1717173332004539,1.5961978393959948,0.5137218991818807,0.21346157911392039,0.18349878771428912,12.729052562163353,155.9937683548565,1.9026317197785314,1.8786772258744013,1.759589724591341,1.9166185997998428,2.571183747422539,3.366887573053181,190,1,1,0,1,1,0
180,0.7013853258081068,75.77362600525488,0.20037189664361432,1.6362886500778746,0.5084541565591965,0.20973070017808543,0.2193696596015942,8.601921118527764,152.99615506426096,1.0531877601830621,2.232694770611718,1.4453387782474112,1.540521142117304,2.0386157361971957,3.0207052679067203,150,1,1,1,1,1,1
181,0.686858316221766,42.52252767692919,0.15203879310346646,1.4718460296486775,0.3429812704716227,0.2723757442268671,0.12283986190372508,11.380163199248987,16.8547231223623,2.5724740676179296,1.8268990797940157,1.5199811202060869,1.8966172590933845,2.5572502604883955,2.3961978444890093,140,1,1,0,1,1,0
182,0.742299794661191,39.662209792923754,0.18458252269631242,1.3122353798468556,0.8008213188121808,0.17165680233057418,0.19580956542608335,9.81426262690989,76.72858079715719,3.180626648543435,2.022565343944672,1.6090439080647234,2.2747094719263528,3.4073657156339485,3.2470686711678,160,1,1,1,1,1,0
183,0.6485097636176773,97.66134731825724,0.23078076130143993,1.5058027593239303,0.4753902984188124,0.17641851467908082,0.1681320118905179,9.110564837726354,129.0493676965594,3.8801884838351355,1.4666480672867188,2.3002850636279346,2.2886158166112116,3.3683001247694206,3.5200829660793755,130,1,1,1,0,1,0
184,0.7343268242548818,22.37623878847054,0.2649583842442094,1.1507198444786306,0.7752974034347946,0.18092053820945214,0.18012442948080687,11.26493179288647,71.61207857948625,2.164454217500963,1.5387518230549595,2.3565755730752533,2.8243900485164897,2.9838953097436067,3.016934085052309,150,1,1,1,1,1,0
185,0.6541623843782117,56.25189915122602,0.27308024287870464,1.4535941334238642,0.873488374636165,0.163369327445005,0.14678757583265278,10.222937724076637,58.63477765424685,3.876788828709544,2.2759901590444054,1.7859032530706753,2.8202792523749602,2.6896522686707662,3.0029217219777404,130,0,1,1,1,1,1
186,0.7197943444730077,17.44707221273716,0.19650448698285922,1.406403405503996,0.5152534071025707,0.11044148099537068,0.21144163018841283,11.590607375336914,128.62485188049828,2.734934396660755,2.4391143119223004,3.3704012598616124,2.265644967440733,2.815797866506011,2.935978281456146,170,1,1,1,1,1,0
187,0.6536685479733196,53.31812394540806,0.23385016955173582,1.362747505828842,0.8853083260211352,0.11728872791543217,0.18528657665134268,7.47328779953428,58.59661081083531,4.097358501428037,1.4920232313138364,1.389571056631464,3.399835199526319,2.4221772319283796,2.8755661121265854,180,1,1,0,1,1,0
188,0.6893353941267388,46.6036492604975,0.20553185903640186,1.409695004001516,0.7237784228459161,0.23191023549662115,0.19313663255652314,9.780620119328105,100.23993882787522,1.5324419432690812,2.267753683314568,2.3402762380371698,1.9227638800801854,2.773048276223539,3.2004060963072893,140,1,1,1,1,1,1
189,0.7066392177045805,17.691015994988902,0.1634050945796367,1.4135976980537197,0.6594305817565439,0.10480231164343329,0.24573819133511815,8.165419398670902,137.06094233310313,2.8269816512746035,1.8459240045554846,1.6663542080203915,2.4767278009314486,1.62170004464983,2.94682364886335,170,1,1,1,1,1,1
190,0.7211934156378601,25.856584035797805,0.1612883201630662,1.3967905714423612,0.487315332672222,0.14048600264460898,0.18343782398272612,9.949768855247914,99.30566093469528,3.2666619027488264,1.514790608580276,1.9794100066889646,2.8346211026711825,3.3197518289775076,3.418578212175789,150,1,1,1,1,1,0
191,0.7161190965092402,27.21919888943316,0.2020420715750859,1.3443966712469355,0.5899173256828908,0.16766801002316276,0.17728337694243645,10.154293256598296,93.41118712238597,2.9015154483823933,1.5169289812491988,2.0784359020762144,2.625303991993214,3.219769590616204,2.9629632725935533,160,0,1,1,1,1,0
192,0.7529532614278377,89.66454369540925,0.21541552517730084,1.550285527536384,0.7578494726923898,0.1417921942935535,0.15478946955113715,9.620235649480628,38.20035251593887,4.889397173597034,1.2717129257873108,1.413308591052308,2.3163124627729537,2.9498203022366045,3.468175587952617,140,1,1,1,1,1,0
193,0.7263374485596708,70.71267426732676,0.19776261497287212,1.5105200062990911,0.623463585712899,0.16641182445256308,0.17720493583736457,11.968344826145266,25.65269850411557,4.757332890929034,2.2180475741151096,1.9332787145200876,2.6769072881617,4.379133048963727,3.7897861338638297,130,1,1,1,1,1,0
194,0.694558521560575,32.397014799356086,0.19694573687367967,1.3912159838176843,0.835670632812058,0.19655246288552303,0.1981497132118349,12.900134232787662,27.76175870818417,3.2115707020230473,1.962863961514969,2.4751469518491063,1.3524560508625472,3.5636843438471892,2.4079743765820645,150,0,0,1,1,1,0
195,0.7079691516709512,45.12698442877374,0.1481016495148901,1.4048715020760558,0.8359065902347759,0.14685835938014083,0.21969256539402998,12.827116310393826,69.33690397102919,3.4738971627025284,2.666491905726264,2.6843928152877417,2.48213657437438,2.862225249816984,2.7595486962696802,150,1,1,1,1,1,0
