trial,accuracy,running_best
302,0.7473035439137135,0.7602669404517454
303,0.7508988186954288,0.7602669404517454
304,0.7315195071868583,0.7602669404517454
305,0.7453608247422681,0.7602669404517454
306,0.6946015424164524,0.7602669404517454
307,0.7401129943502824,0.7602669404517454
308,0.7037037037037037,0.7602669404517454
309,0.7378142637249872,0.7602669404517454
310,0.7433264887063655,0.7602669404517454
311,0.7284394250513347,0.7602669404517454
312,0.7260133401744484,0.7602669404517454
313,0.7311441765007696,0.7602669404517454
314,0.7360041088854649,0.7602669404517454
315,0.7248459958932238,0.7602669404517454
316,0.7345679012345679,0.7602669404517454
317,0.728578758337609,0.7602669404517454
318,0.736896197327852,0.7602669404517454
319,0.7361396303901437,0.7602669404517454
320,0.7348406988694759,0.7602669404517454
321,0.7281603288797533,0.7602669404517454
322,0.7341902313624679,0.7602669404517454
323,0.7421674370826913,0.7602669404517454
324,0.7307297019527236,0.7602669404517454
325,0.7284394250513347,0.7602669404517454
326,0.7345995893223819,0.7602669404517454
327,0.7347357619291944,0.7602669404517454
328,0.7060637204522097,0.7602669404517454
329,0.6475115443817342,0.7602669404517454
330,0.7236774524910118,0.7602669404517454
331,0.7404933196300103,0.7602669404517454
332,0.685479733196511,0.7602669404517454
333,0.7407597535934292,0.7602669404517454
334,0.7294661190965093,0.7602669404517454
335,0.7076053442959918,0.7602669404517454
336,0.6149100257069409,0.7602669404517454
337,0.732683427398666,0.7602669404517454
338,0.7221366204417052,0.7602669404517454
339,0.7425488180883865,0.7602669404517454
340,0.7168550873586845,0.7602669404517454
341,0.7351129363449692,0.7602669404517454
342,0.7157516675218061,0.7602669404517454
343,0.7425641025641025,0.7602669404517454
344,0.7517985611510791,0.7602669404517454
345,0.7358684480986639,0.7602669404517454
346,0.6947584789311408,0.7602669404517454
347,0.7403598971722365,0.7602669404517454
348,0.7293271700051361,0.7602669404517454
349,0.7257318952234206,0.7602669404517454
350,0.6310380267214799,0.7602669404517454
351,0.7343589743589743,0.7602669404517454
352,0.7274127310061602,0.7602669404517454
353,0.742299794661191,0.7602669404517454
354,0.7253593429158111,0.7602669404517454
355,0.7263374485596708,0.7602669404517454
356,0.7279260780287474,0.7602669404517454
357,0.7348717948717949,0.7602669404517454
358,0.7474332648870636,0.7602669404517454
359,0.733949666153056,0.7602669404517454
360,0.7271794871794872,0.7602669404517454
361,0.7319958847736625,0.7602669404517454
362,0.7263860369609856,0.7602669404517454
363,0.7163412127440905,0.7602669404517454
364,0.744987146529563,0.7602669404517454
365,0.719856336582863,0.7602669404517454
366,0.7117948717948718,0.7602669404517454
367,0.7435765673175745,0.7602669404517454
368,0.7361396303901437,0.7602669404517454
369,0.7316572601334017,0.7602669404517454
370,0.744987146529563,0.7602669404517454
371,0.7258726899383984,0.7602669404517454
372,0.7195685670261941,0.7602669404517454
373,0.7274127310061602,0.7602669404517454
374,0.7275525910723448,0.7602669404517454
375,0.7510266940451745,0.7602669404517454
376,0.7407597535934292,0.7602669404517454
377,0.7487153134635149,0.7602669404517454
378,0.7389516957862282,0.7602669404517454
379,0.7345995893223819,0.7602669404517454
380,0.7231085949562532,0.7602669404517454
382,0.7353545734840699,0.7602669404517454
383,0.7166409067490984,0.7602669404517454
384,0.5700359158542843,0.7602669404517454
385,0.49974345818368393,0.7602669404517454
386,0.5726013340174448,0.7602669404517454
387,0.6497435897435897,0.7602669404517454
388,0.6403283735248846,0.7602669404517454
389,0.5094823167606356,0.7602669404517454
390,0.6582604220277921,0.7602669404517454
391,0.5523613963039015,0.7602669404517454
392,0.6779835390946503,0.7602669404517454
393,0.7044638276038995,0.7602669404517454
394,0.6635706914344686,0.7602669404517454
395,0.6587993842996408,0.7602669404517454
396,0.5603492552645095,0.7602669404517454
397,0.6798561151079137,0.7602669404517454
398,0.6639302206259621,0.7602669404517454
399,0.5133470225872689,0.7602669404517454
400,0.5914696813977389,0.7602669404517454
401,0.646755921730175,0.7602669404517454
402,0.5123076923076924,0.7602669404517454
403,0.6503856041131105,0.7602669404517454
404,0.46937725167267114,0.7602669404517454
405,0.58,0.7602669404517454
406,0.5259373394966615,0.7602669404517454
407,0.5797845048742946,0.7602669404517454
408,0.6868272680676576,0.7602669404517454
409,0.6264131551901336,0.7602669404517454
410,0.5900461775269369,0.7602669404517454
411,0.544427324088341,0.7602669404517454
412,0.4537987679671458,0.7602669404517454
413,0.6177526936890713,0.7602669404517454
414,0.6483290488431876,0.7602669404517454
415,0.6810477657935285,0.7602669404517454
416,0.6639260020554985,0.7602669404517454
417,0.3569594247560349,0.7602669404517454
418,0.5978428351309707,0.7602669404517454
419,0.5954825462012321,0.7602669404517454
420,0.6536082474226804,0.7602669404517454
421,0.6536685479733196,0.7602669404517454
422,0.35843218153687467,0.7602669404517454
423,0.587782340862423,0.7602669404517454
424,0.6868894601542417,0.7602669404517454
425,0.5761316872427984,0.7602669404517454
426,0.6760780287474333,0.7602669404517454
427,0.5315546434068753,0.7602669404517454
428,0.5925925925925926,0.7602669404517454
429,0.4165382639958911,0.7602669404517454
430,0.4162802679031427,0.7602669404517454
431,0.656731757451182,0.7602669404517454
432,0.6466358500256806,0.7602669404517454
433,0.47788065843621397,0.7602669404517454
434,0.5061601642710473,0.7602669404517454
435,0.4415851775604735,0.7602669404517454
436,0.7070914696813977,0.7602669404517454
437,0.661025641025641,0.7602669404517454
438,0.5941508465879939,0.7602669404517454
439,0.5761148129164531,0.7602669404517454
440,0.5464340687532068,0.7602669404517454
441,0.6306584362139918,0.7602669404517454
442,0.368502316006176,0.7602669404517454
443,0.5881443298969072,0.7602669404517454
444,0.44131214761660686,0.7602669404517454
445,0.6253854059609455,0.7602669404517454
446,0.6466049382716049,0.7602669404517454
447,0.6887519260400616,0.7602669404517454
448,0.6438497169325785,0.7602669404517454
449,0.6480246280143663,0.7602669404517454
450,0.6938461538461539,0.7602669404517454
451,0.5328879753340185,0.7602669404517454
452,0.6776519052523172,0.7602669404517454
453,0.6628807434176561,0.7602669404517454
454,0.5481214616572311,0.7602669404517454
455,0.5881748071979435,0.7602669404517454
456,0.5856410256410256,0.7602669404517454
457,0.583547557840617,0.7602669404517454
458,0.6262210796915167,0.7602669404517454
459,0.4260780287474333,0.7602669404517454
460,0.5192604006163328,0.7602669404517454
461,0.430919363122753,0.7602669404517454
462,0.521047227926078,0.7602669404517454
463,0.5747303543913713,0.7602669404517454
464,0.7239074550128535,0.7602669404517454
465,0.5736275012827091,0.7602669404517454
466,0.5892307692307692,0.7602669404517454
467,0.6889460154241646,0.7602669404517454
468,0.5815748841996912,0.7602669404517454
469,0.5277492291880781,0.7602669404517454
470,0.5041067761806981,0.7602669404517454
471,0.5651282051282052,0.7602669404517454
472,0.6810477657935285,0.7602669404517454
473,0.4675925925925926,0.7602669404517454
474,0.4681724845995893,0.7602669404517454
475,0.45477903391572455,0.7602669404517454
476,0.5469471523858389,0.7602669404517454
477,0.6502564102564102,0.7602669404517454
478,0.6488431876606684,0.7602669404517454
479,0.35523613963039014,0.7602669404517454
480,0.6584488957370314,0.7602669404517454
481,0.6685479733196511,0.7602669404517454
482,0.6791581108829569,0.7602669404517454
483,0.5872689938398358,0.7602669404517454
484,0.6439199589533093,0.7602669404517454
485,0.610683102208526,0.7602669404517454
486,0.655207798871216,0.7602669404517454
487,0.60431654676259,0.7602669404517454
488,0.5331278890600925,0.7602669404517454
489,0.6911613566289825,0.7602669404517454
490,0.6343589743589744,0.7602669404517454
491,0.6743708269131998,0.7602669404517454
492,0.4427911749615187,0.7602669404517454
493,0.45151359671626473,0.7602669404517454
494,0.34291581108829566,0.7602669404517454
495,0.5906522855675398,0.7602669404517454
496,0.7164869029275809,0.7602669404517454
497,0.4590838908903757,0.7602669404517454
498,0.5616649537512847,0.7602669404517454
499,0.5991778006166495,0.7602669404517454
500,0.6517719568567026,0.7602669404517454
501,0.6428937916880452,0.7602669404517454
502,0.6584362139917695,0.7602669404517454
503,0.6676954732510288,0.7602669404517454
504,0.5125964010282776,0.7602669404517454
505,0.5838891739353514,0.7602669404517454
506,0.7139917695473251,0.7602669404517454
507,0.4117948717948718,0.7602669404517454
508,0.39034411915767847,0.7602669404517454
