trial,accuracy,duration_s,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_x,norm_y,simplification_epsilon,skel_threshold
23,0.746660,142,19.587450880732302,0.17440425285646102,1.2487866449076654,0.18442555872720207,0.12728947405102978,8.29994873634201,226.91845235769443,4.372445772742571,1.7773441676107962,2.875929974003367,2.1240143674691745,4.672331419942532,110
24,0.703647,123,9.825046612700273,0.1624657522774013,1.2768199133007334,0.17290981561607924,0.18978265124284993,8.529525350957634,238.84513159556968,3.1562566856457206,2.723632296032005,2.6626752140380265,1.9267716267693995,5.507140990890819,130
25,0.729702,294,19.02125582862694,0.17512350981902985,1.2718515999565807,0.2064600045306546,0.12500329546774658,9.88778925825866,225.62114972988266,4.681319045444888,2.88669318877152,3.0477079450545763,2.792038989698177,3.572096657479845,140
26,0.746660,136,8.429196987646014,0.2735050740638295,1.3574733165196151,0.17378421008468597,0.19516508108962788,10.564726551615864,254.81134923118265,2.920331894889826,2.612901447999112,2.463447884673092,1.8707604477249316,5.214017009722417,120
27,0.748331,301,24.807059516162276,0.27655598419390515,1.5372619615359107,0.16346681322791706,0.2011167608421507,10.84872613228331,284.17014219288137,3.299052626422332,2.6242306007301965,3.6392449337531034,2.791309244888922,3.4886042374284467,110
28,0.776978,248,4.229293163834328,0.2291741035760141,1.2536542464884255,0.20368940360364723,0.2035270011227906,9.701624746329866,302.3277188435969,4.04556149521526,2.0418918557794763,2.5871022498005742,3.6011316543159975,3.796548975942503,140
29,0.765794,458,28.78361344046937,0.21139131355786966,1.2462615765104248,0.10883024084038669,0.18839400274449725,11.547764971991022,250.15727793016237,3.4623555221175315,2.701080586993405,3.5151524691374028,2.74603996071803,2.723515284664902,130
30,0.751540,235,17.456403581279815,0.24667664888242774,1.5094961357474315,0.1939957309822093,0.24465376700251246,9.940303480973505,210.79348560129887,1.7258733738749044,1.8995964700068635,4.210358776923856,1.7469322243141636,3.430921338937153,140
31,0.734190,229,6.824699134490134,0.18250314658288613,1.7358767068614045,0.11432197884168281,0.2084903446012325,9.582048191784631,263.4769396547879,3.0474256264471746,2.0271702816689072,4.196655270832178,3.408000790013987,3.823208146824241,140
32,0.738952,190,17.15944713898719,0.18146630034266786,1.3203992700994243,0.17416850474757378,0.2064052713789316,10.623788146156679,283.6132533629142,3.970167434242463,1.0250674527410388,2.6458744165117625,1.7136463119915164,4.043284192339941,130
