trial,accuracy,state,duration_seconds,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_vdir,norm_x,norm_y,simplification_epsilon,skel_threshold,use_angle_with_ox,use_cycle_count,use_horizontal_direction,use_normalized_x,use_normalized_y,use_vertical_direction
134,0.6971,COMPLETE,370.0,9.681821,0.285993,1.25927,0.185272,0.155408,13.350458,165.855597,2.408874,2.245415,2.398938,1.793475,2.551648,3.408657,140,1,1,1,1,0,1
135,0.6831,COMPLETE,175.9,46.311254,0.190407,1.24417,0.199994,0.174389,10.291456,228.12763,2.879905,1.948103,2.883759,2.537571,3.139547,4.765941,180,1,1,1,1,0,1
136,0.714,COMPLETE,136.1,42.150941,0.250209,1.168574,0.242089,0.181483,9.134611,271.512725,2.869076,1.618707,1.967135,2.840958,2.77255,5.662194,140,1,1,1,1,0,1
137,0.6211,COMPLETE,89.3,15.835724,0.215268,1.457634,0.223129,0.157195,12.73081,139.229946,6.003027,2.245254,1.741998,2.993584,1.656803,7.696087,140,1,1,1,1,0,1
138,0.7122,COMPLETE,124.5,16.478585,0.250892,0.937756,0.175895,0.188298,12.738438,222.62495,0.695899,1.844476,1.850477,2.919632,2.133277,5.57828,160,1,1,1,1,0,1
139,0.7215,COMPLETE,130.5,18.448267,0.238953,1.207617,0.207366,0.096317,13.218168,161.292602,4.412486,2.615701,2.465817,2.093957,1.351802,6.070506,140,1,1,1,1,0,1
140,0.6997,COMPLETE,179.8,16.873596,0.308739,1.26075,0.243112,0.136431,7.146667,216.891017,2.724553,2.527717,2.830299,2.338356,3.256598,4.508604,150,1,1,1,1,0,1
141,0.7279,COMPLETE,135.6,23.585886,0.218503,1.181452,0.16998,0.135871,14.008585,266.244437,1.823424,2.004397,2.165693,1.131263,2.454371,5.017493,130,1,1,1,1,0,1
142,0.704,COMPLETE,161.6,80.821846,0.244701,1.456576,0.206292,0.090193,13.062881,256.335454,3.719284,2.00665,2.966622,2.266889,2.445301,5.611077,130,1,1,1,1,0,1
143,0.7122,COMPLETE,111.6,16.711765,0.198594,1.516045,0.203283,0.153424,14.62824,221.710711,2.851838,1.942117,1.522043,2.967077,1.129459,5.858946,140,1,1,1,1,0,1
144,0.6766,COMPLETE,135.5,36.023159,0.268363,1.325722,0.243848,0.157128,9.724173,155.416795,3.644255,1.905661,1.763556,3.267939,3.344835,6.286997,180,1,1,1,1,0,1
145,0.7119,COMPLETE,169.9,49.776459,0.286818,1.567761,0.234222,0.114551,9.303429,168.695699,4.199989,2.649407,2.178074,1.826573,3.323622,4.733,140,1,1,1,1,0,0
146,0.7194,COMPLETE,275.1,38.786139,0.237789,1.313382,0.204021,0.144884,8.564478,268.5104,3.012062,1.542305,2.491013,2.698492,2.6164,3.745298,130,1,1,1,1,0,1
147,0.7223,COMPLETE,192.9,4.112706,0.240489,1.239627,0.191195,0.166821,11.734603,200.066635,2.386566,1.76429,2.476171,2.799269,3.219058,4.567954,160,1,1,1,1,0,1
148,0.7078,COMPLETE,125.5,12.737365,0.274688,1.398132,0.245831,0.091045,10.59309,217.372645,3.20135,2.059835,2.287503,2.016149,2.513967,5.863673,120,1,1,1,1,0,1
149,0.7116,COMPLETE,155.7,28.014799,0.304482,1.619892,0.221232,0.053616,11.442755,183.662023,0.772152,2.021303,2.362583,2.486841,3.328528,6.021917,120,1,1,1,1,0,1
150,0.6843,COMPLETE,136.9,5.774015,0.271446,1.1199,0.217059,0.164371,12.423097,133.125067,3.956362,2.983701,2.408409,3.488724,1.244186,6.210402,160,1,1,1,1,0,1
151,0.6963,COMPLETE,311.2,10.741257,0.300174,1.452587,0.228822,0.120613,8.442029,215.759252,4.385504,3.242796,2.349086,1.789372,1.392302,3.670453,140,1,1,1,1,0,1
152,0.6386,COMPLETE,227.2,40.444531,0.142028,1.311558,0.269057,0.121431,9.484702,304.713443,3.934086,2.454054,3.170625,2.960329,2.831617,3.805771,140,1,1,1,1,0,1
153,0.7171,COMPLETE,195.0,18.268048,0.204696,1.288328,0.174224,0.129541,10.118633,331.717391,3.347544,1.532995,2.056858,2.986656,2.458654,4.582801,150,1,1,1,1,0,1
154,0.7216,COMPLETE,148.6,27.528668,0.217396,1.334456,0.144594,0.115873,9.695481,315.028953,1.760943,1.596103,3.283792,2.199607,3.60079,5.168336,120,1,1,1,1,0,1
155,0.6912,COMPLETE,119.6,15.987114,0.301399,1.374883,0.15253,0.123174,12.237576,217.662131,2.705232,1.842493,2.339675,3.268791,2.058734,6.441878,150,1,1,1,1,0,1
156,0.6482,COMPLETE,108.2,41.58554,0.170174,1.061368,0.160989,0.18447,12.677983,212.438365,0.899426,2.190423,1.285158,2.377398,2.124886,6.154617,140,1,1,1,1,0,1
157,0.6112,COMPLETE,1528.2,16.269657,0.316073,1.168074,0.141928,0.095644,9.587418,327.697279,2.733159,0.917405,1.939417,1.947893,2.602104,1.69961,170,1,1,1,1,0,1
158,0.6663,COMPLETE,154.7,13.723037,0.194779,1.140726,0.17852,0.210597,12.718166,187.44489,1.171762,1.411502,1.880957,3.028757,2.766617,6.46063,170,1,1,1,1,0,1
159,0.5969,COMPLETE,203.1,26.301703,0.237916,1.603164,0.185921,0.154056,12.733659,177.388655,3.080279,2.342957,1.644779,2.032483,2.715933,5.39658,150,1,1,1,0,0,1
160,0.7323,COMPLETE,226.3,48.65198,0.215267,1.373477,0.21621,0.186768,10.771892,267.668933,3.813949,1.257899,2.425478,1.342937,1.925701,4.278698,100,1,1,1,1,0,1
161,0.6684,COMPLETE,207.3,18.16775,0.305688,1.052046,0.188737,0.150839,12.214128,250.5525,4.236515,1.030463,2.827493,2.583586,2.455708,4.290589,160,1,1,1,1,0,1
162,0.6346,COMPLETE,153.0,32.408929,0.145206,1.417604,0.209707,0.189849,11.705157,203.0876,1.259903,1.801478,2.326083,1.762309,3.149036,5.776377,130,1,1,1,1,0,1
163,0.6405,COMPLETE,831.5,25.704204,0.316383,1.450703,0.181559,0.153438,8.286767,219.491567,3.066528,1.625533,2.287109,1.617319,3.368827,2.224036,140,1,1,1,1,0,1
164,0.7055,COMPLETE,187.7,11.822302,0.279563,1.160766,0.229601,0.188589,12.976991,221.114698,2.670662,2.073849,2.255637,2.374205,2.564925,4.79116,130,1,1,1,1,0,1
165,0.7313,COMPLETE,209.2,38.326531,0.238148,1.28957,0.193155,0.133334,10.737756,240.326581,2.529336,1.529669,2.097264,2.101645,2.233525,4.722081,110,1,1,1,1,0,1
166,0.6961,COMPLETE,307.5,111.643447,0.20105,1.23744,0.207833,0.136802,8.544816,248.317705,4.073093,1.856218,2.348869,1.8395,1.684097,3.664344,120,0,1,1,1,0,1
167,0.6317,COMPLETE,189.3,11.831941,0.138709,1.265141,0.202764,0.19892,9.471439,301.23149,2.891938,1.244826,2.226248,1.486404,1.642516,4.568221,110,1,1,1,1,0,1
168,0.5428,COMPLETE,378.9,43.17816,0.210718,1.287461,0.124211,0.15498,14.353801,324.47437,2.846901,1.861733,3.021776,1.559231,2.034419,3.656273,140,1,1,1,0,0,1
169,0.6771,COMPLETE,229.6,19.670618,0.165125,1.483114,0.200567,0.10452,10.291036,345.48959,3.03842,1.469111,2.415521,2.551758,2.631986,4.027466,120,1,1,1,1,0,1
170,0.6677,COMPLETE,133.5,57.967285,0.169721,1.395311,0.197754,0.165588,11.574475,340.749686,2.674614,1.453333,3.314323,1.659527,2.993506,6.042747,110,1,1,1,1,0,1
171,0.6992,COMPLETE,143.0,27.839471,0.224481,1.092187,0.187307,0.159523,5.456908,311.89988,3.361691,1.096811,2.450552,2.069966,3.287755,6.242457,130,1,1,1,1,0,0
172,0.7365,COMPLETE,232.4,31.080845,0.228052,1.336256,0.176864,0.123096,12.741469,308.615429,4.207307,1.382019,3.272011,2.047111,3.824662,4.851461,110,1,1,1,1,0,1
173,0.677,COMPLETE,162.7,33.634794,0.186075,1.243489,0.200358,0.172069,9.769162,274.915868,3.945408,1.460606,3.104713,2.462101,1.063029,5.686003,130,1,1,1,1,0,1
174,0.5786,COMPLETE,162.3,35.022733,0.218111,1.44749,0.211062,0.17389,6.817259,277.757647,4.188215,1.104358,2.891601,1.927012,1.576465,7.010229,120,1,1,1,0,0,0
175,0.7003,COMPLETE,374.8,26.349732,0.179797,1.143001,0.144817,0.157829,13.564682,202.685604,3.627087,1.556042,2.241976,2.356422,2.636838,3.613781,150,1,1,1,1,0,1
176,0.7025,COMPLETE,152.3,15.374501,0.250596,1.393329,0.176734,0.18714,10.74948,277.567389,2.856174,2.10782,1.975746,0.99143,3.895595,6.004599,120,1,1,1,1,0,1
177,0.6715,COMPLETE,151.4,49.728525,0.301003,1.268882,0.158339,0.220315,13.934121,304.807809,3.492935,2.208399,2.164238,2.1082,2.822521,5.928634,130,1,0,1,1,0,1
178,0.7204,COMPLETE,245.7,46.741835,0.235059,1.052346,0.136487,0.139487,9.867427,244.248088,3.578227,1.185769,1.94864,1.561499,3.592294,4.368051,120,1,1,1,1,0,0
179,0.6845,COMPLETE,132.7,17.21695,0.186313,1.43569,0.219107,0.159314,10.187884,331.285064,4.184222,2.016819,1.968383,1.898839,3.366712,5.670063,120,1,1,1,1,0,1
180,0.7091,COMPLETE,133.6,43.824022,0.236321,1.260292,0.208164,0.074288,9.294238,247.090868,3.868244,1.533216,2.221407,2.691497,3.22944,6.064271,120,1,1,1,1,0,1
181,0.7312,COMPLETE,182.9,20.185881,0.225503,1.459391,0.13958,0.198649,10.210783,141.659349,4.596844,1.402779,3.219929,1.717835,3.720028,4.388776,130,1,1,1,1,1,1
182,0.6793,COMPLETE,148.4,103.188074,0.202071,1.347107,0.194503,0.140425,11.971702,267.490943,3.472088,1.633488,2.213745,1.909251,4.181599,6.200893,110,1,1,1,1,0,1
183,0.7458,COMPLETE,191.2,125.261823,0.268844,1.417909,0.240568,0.183332,11.810675,222.450515,1.616332,0.990601,2.700837,2.658018,2.490893,4.573187,120,1,1,1,1,1,1
184,0.5656,COMPLETE,304.1,13.241033,0.275769,1.300323,0.184766,0.206643,10.393153,206.774947,2.954791,1.438865,2.231374,2.487681,3.841713,4.297406,110,1,1,1,0,0,1
185,0.5701,COMPLETE,511.0,30.165449,0.162754,1.271716,0.198165,0.142715,14.402121,261.658829,4.976897,1.281097,3.002253,1.739897,2.452022,3.582701,130,1,1,1,0,0,1
186,0.6318,COMPLETE,113.3,58.8564,0.274783,1.206716,0.164809,0.111006,11.263418,199.958212,4.384558,1.587787,2.246779,0.733284,3.547633,7.718965,100,1,1,1,1,0,1
187,0.7524,COMPLETE,141.1,60.308839,0.264355,1.101597,0.192737,0.168004,9.195246,250.45014,3.800278,1.398493,2.926668,2.355236,3.398261,5.364383,120,1,1,1,1,1,0
188,0.7028,COMPLETE,164.9,15.669811,0.196032,1.138931,0.205034,0.126444,13.104257,267.066253,2.587008,1.319608,1.518397,1.036594,3.585464,5.277235,140,1,1,1,1,0,1
189,0.7138,COMPLETE,153.2,148.257382,0.281023,1.145739,0.206934,0.134497,12.984579,174.018661,3.950602,1.462841,2.705617,1.784461,2.924881,5.787837,150,1,1,1,1,0,1
190,0.7359,COMPLETE,172.3,57.011286,0.263425,1.26127,0.140641,0.183615,9.469011,233.425272,3.200663,1.312646,3.120826,1.875941,2.640763,4.703927,100,1,1,1,1,1,1
191,0.7374,COMPLETE,263.4,56.891277,0.239414,1.373284,0.183324,0.163411,12.960438,221.869196,2.298326,1.359168,2.909939,2.077461,3.84023,3.969399,110,1,1,1,1,1,1
192,0.742,COMPLETE,314.2,35.395171,0.288454,1.271294,0.175019,0.169953,13.030624,212.622852,3.45036,1.051718,2.505237,2.474009,3.812101,3.852325,110,1,0,1,1,1,0
193,0.7256,COMPLETE,244.9,178.90086,0.261647,1.208446,0.192217,0.219324,10.02201,277.989254,4.245089,1.959374,2.559045,0.937407,3.134092,4.957759,120,1,1,1,1,0,1
194,0.6941,COMPLETE,168.6,25.172028,0.26828,0.969854,0.177748,0.175471,7.564029,237.447477,4.64958,0.740931,2.737959,1.826781,3.258789,5.40247,110,1,1,1,1,0,0
195,0.7052,COMPLETE,146.3,72.373241,0.23528,1.311664,0.237412,0.221879,10.476114,216.108213,3.802674,1.661357,2.394315,2.208559,3.031398,5.693446,110,1,1,1,1,0,0
196,0.4982,COMPLETE,857.3,20.156689,0.258951,1.341551,0.172652,0.155828,11.663984,178.407965,3.235524,1.414368,2.838312,2.244351,2.858985,2.907131,120,1,1,1,0,0,1
197,0.7124,COMPLETE,148.8,28.460723,0.286406,1.235391,0.251594,0.156801,10.305089,190.465405,4.438295,1.01748,2.657303,2.679339,2.921055,4.959868,130,1,0,1,1,1,1
198,0.6961,COMPLETE,238.8,35.178044,0.277171,1.210352,0.279835,0.096662,9.663543,211.530061,2.089704,0.692496,2.439873,1.868339,4.05671,3.83699,120,1,1,1,1,0,1
199,0.7155,COMPLETE,107.0,67.997004,0.2959,1.184427,0.174184,0.152132,9.201466,267.806642,2.360452,1.728293,2.808561,2.355304,2.873184,6.192003,100,1,1,1,1,1,0
200,0.6795,COMPLETE,259.5,74.515801,0.22145,1.361982,0.234729,0.219878,7.276728,169.210533,3.007898,1.64441,2.90463,3.172281,1.61172,3.225149,120,1,1,1,0,1,1
201,0.6939,COMPLETE,338.5,68.861923,0.248244,1.190254,0.103509,0.150179,10.363175,220.385589,3.004479,1.027574,2.071181,3.160305,3.791316,3.59951,110,1,0,1,1,1,1
202,0.7405,COMPLETE,193.7,145.965457,0.343335,1.22224,0.169627,0.185511,11.724469,155.593447,3.526924,1.786609,2.548098,3.02272,3.433597,4.338292,110,1,0,1,1,1,1
203,0.7047,COMPLETE,142.4,46.230303,0.306242,1.324532,0.170735,0.179144,11.82177,253.125055,2.417192,0.792918,2.675209,1.466195,3.896713,4.698382,140,1,1,0,1,1,1
204,0.7324,COMPLETE,155.2,19.662324,0.269695,1.321274,0.145419,0.198972,11.529912,214.416166,2.715079,1.581696,2.291882,2.878754,3.442361,4.489374,130,0,1,1,1,1,1
205,0.7195,COMPLETE,235.3,19.012685,0.265466,1.373103,0.213825,0.158836,10.584353,277.089684,4.608599,0.809797,3.55374,1.2153,3.240431,3.964131,130,1,1,1,1,0,1
206,0.7298,COMPLETE,146.6,40.902544,0.280873,1.502741,0.211089,0.178114,13.011569,253.732517,2.189462,1.496522,2.635119,2.372846,2.851346,5.129037,110,1,1,1,1,1,1
207,0.697,COMPLETE,164.6,58.16209,0.294195,1.27655,0.24465,0.164033,11.283401,169.750312,4.838222,1.101329,2.33509,1.104109,3.737521,5.187708,130,1,1,1,1,0,1
208,0.7071,COMPLETE,163.1,84.723056,0.287078,1.359448,0.212629,0.15976,9.799918,264.751979,2.795618,1.433678,3.0591,2.630244,3.46046,5.311988,110,1,1,1,1,0,1
209,0.6377,COMPLETE,165.9,31.257213,0.22566,1.107025,0.158256,0.157198,9.571512,210.643585,2.928295,1.583536,2.516326,2.096625,4.179814,4.836727,100,1,0,1,1,0,1
210,0.7422,COMPLETE,131.8,84.93819,0.261037,1.340384,0.146429,0.192711,12.659716,336.289763,4.22669,1.054173,3.193348,2.192584,3.717412,5.83751,120,1,1,1,1,1,0
211,0.7409,COMPLETE,210.0,79.040987,0.254523,1.118392,0.212856,0.187678,11.282565,290.554034,3.922277,1.230822,2.739454,2.411687,2.8041,4.279507,110,1,1,1,1,1,1
212,0.7022,COMPLETE,136.2,91.995504,0.273787,1.402918,0.173994,0.167722,8.311831,170.418271,3.963461,0.915852,2.540288,1.69769,3.106071,4.933551,130,1,0,1,1,1,1
213,0.7392,COMPLETE,112.9,39.402171,0.273948,1.353925,0.179123,0.202866,14.819283,357.324068,3.923129,1.342649,3.426851,3.383325,4.304929,5.867745,120,1,1,1,1,1,0
214,0.698,COMPLETE,100.9,20.57857,0.28339,1.227905,0.191456,0.156037,10.321899,239.067882,4.062581,1.41489,2.383885,1.845838,3.390587,6.340631,140,0,1,1,1,1,0
215,0.7196,COMPLETE,164.5,43.645616,0.318835,1.428055,0.085854,0.192764,10.244309,169.767759,4.605168,1.969806,2.546631,2.212024,3.497432,5.067091,150,0,0,1,1,1,1
216,0.7131,COMPLETE,168.3,46.449615,0.247445,1.145163,0.133988,0.126968,11.68834,292.617411,3.793577,2.170194,3.357472,1.843304,2.026175,5.317998,110,1,1,1,1,0,1
217,0.6927,COMPLETE,114.1,55.522957,0.302632,1.258333,0.1769,0.216419,14.020542,178.71763,4.592034,0.798567,2.302352,2.394414,2.503541,6.146547,120,0,0,1,1,1,1
218,0.7477,COMPLETE,503.1,24.686209,0.25539,1.532306,0.190408,0.156651,10.518561,316.596098,4.912572,0.533908,3.076202,2.94286,3.09563,3.413107,110,1,1,1,1,1,0
219,0.7033,COMPLETE,125.6,47.528793,0.276359,1.019777,0.171479,0.184967,13.109427,284.557077,3.057323,1.214096,2.905342,1.571216,2.736898,6.663851,100,1,1,1,1,1,1
220,0.7334,COMPLETE,110.7,47.984477,0.269108,1.665573,0.156569,0.179778,13.316603,177.208645,3.746713,1.074313,3.273204,2.743866,2.437721,6.037973,120,1,1,1,1,1,1
221,0.7098,COMPLETE,120.4,108.118264,0.234749,1.045521,0.170617,0.165257,10.343153,206.576526,4.474605,1.077019,2.10989,2.125768,3.21081,6.134717,120,1,1,1,1,1,1
222,0.6362,COMPLETE,1108.5,173.664688,0.24444,1.445918,0.219625,0.209014,9.189881,356.913282,4.321607,1.186136,3.11942,2.505576,2.896071,2.058508,130,1,0,1,1,0,0
223,0.7445,COMPLETE,155.4,74.043368,0.261353,1.217557,0.145217,0.178767,12.172937,256.759414,3.264957,1.170122,3.378058,2.32096,3.693876,4.500773,110,1,1,1,1,1,1
224,0.7356,COMPLETE,196.0,45.184259,0.302615,1.257533,0.138613,0.175081,14.509644,256.915562,2.536527,0.956705,2.31159,2.535734,3.245044,4.704968,130,0,1,1,1,1,1
225,0.7551,COMPLETE,171.5,53.351309,0.256097,1.478537,0.161504,0.168315,10.605621,242.118035,4.805405,1.284579,2.428066,3.086156,3.391786,4.82355,100,1,1,1,1,1,0
226,0.741,COMPLETE,234.8,66.489456,0.274001,1.262284,0.121065,0.189384,10.830076,305.07082,3.491087,0.649642,2.616027,2.402033,3.300587,3.733016,120,1,1,1,1,1,0
227,0.6946,COMPLETE,161.4,45.962867,0.318519,1.264144,0.144126,0.191372,14.425716,339.972042,2.672246,0.863917,3.32294,2.6914,2.750998,5.277412,110,1,1,1,1,0,1
228,0.7521,COMPLETE,268.7,38.049951,0.229513,1.378366,0.179928,0.26039,10.180034,266.138611,6.376028,1.316137,2.153636,2.461593,3.015302,3.554732,100,1,1,1,1,1,0
229,0.7396,COMPLETE,266.5,64.464783,0.314131,1.276186,0.159127,0.216518,11.786374,338.537634,4.517862,0.978748,2.350643,3.86859,2.863393,4.324259,110,1,1,1,1,1,1
230,0.7339,COMPLETE,369.3,32.308478,0.285878,1.44964,0.134901,0.174676,10.941982,211.732611,4.060629,0.469831,3.263084,3.196283,3.559516,2.947544,130,1,1,1,1,1,1
231,0.7156,COMPLETE,118.9,35.043704,0.174222,1.34893,0.197817,0.168279,7.455151,323.370155,3.062997,1.293853,2.726066,2.643667,2.57119,5.579712,140,1,1,1,1,1,0
232,0.7402,COMPLETE,139.7,60.809396,0.298292,1.296887,0.139545,0.193768,12.068798,311.348276,3.921394,1.580457,2.544559,3.024136,3.6662,5.337633,110,1,1,1,1,1,1
233,0.7366,COMPLETE,290.0,19.765217,0.230752,1.524637,0.183372,0.131478,8.409009,330.802976,3.982029,1.548436,3.117532,2.93964,4.123961,3.273751,110,1,1,1,1,1,1
234,0.7227,COMPLETE,143.5,93.143842,0.252762,1.408708,0.16357,0.12194,13.878152,267.783849,4.847692,1.262139,2.47907,2.092451,4.499591,4.937102,140,1,1,1,1,1,1
235,0.7464,COMPLETE,602.3,24.199534,0.221691,1.321655,0.116873,0.182141,12.966299,265.628381,3.931948,1.656295,3.215223,2.103097,3.34018,2.785312,130,1,1,1,1,1,0
236,0.7413,COMPLETE,285.9,41.304145,0.284215,1.125949,0.176934,0.159518,13.311704,317.707519,4.158538,0.713563,3.360525,2.805155,3.185248,3.556071,100,1,1,1,1,1,1
237,0.753,COMPLETE,190.4,12.100948,0.218249,1.400093,0.224391,0.1438,10.033639,324.148693,3.815696,0.394499,1.906384,1.998964,2.441492,4.011146,120,1,1,1,1,1,0
238,0.7135,COMPLETE,414.0,39.551314,0.276657,1.389345,0.148876,0.178745,11.984294,222.197588,5.880612,1.309909,3.193455,2.305177,3.890055,2.711095,110,1,1,1,1,1,1
239,0.7318,COMPLETE,249.8,44.11422,0.276866,1.09713,0.130825,0.214639,10.24584,239.35953,2.929179,1.579086,2.402309,2.167116,1.895123,3.3748,100,1,1,1,1,1,1
240,0.6589,COMPLETE,4066.9,51.254889,0.25308,1.340521,0.154405,0.179945,10.353749,311.002885,5.018805,1.62847,2.636965,2.97296,3.549392,0.572287,110,1,1,1,1,1,0
241,0.7525,COMPLETE,1300.1,70.460157,0.27103,1.443956,0.136866,0.166574,9.606779,278.571964,5.498397,2.662338,2.362624,2.41412,2.010191,4.350904,110,1,1,1,1,1,0
242,0.7077,COMPLETE,1029.2,29.338027,0.231576,1.257249,0.194294,0.17056,14.653165,261.943296,3.030127,1.337924,2.39084,2.943031,3.647379,6.264192,100,1,1,1,1,1,0
243,0.7152,COMPLETE,217.5,39.676269,0.262112,1.26555,0.164132,0.192033,9.363746,274.07223,5.301208,1.501178,2.586242,2.30656,4.168308,4.478002,100,1,0,1,1,1,0
244,0.7013,COMPLETE,793.8,34.390432,0.237838,1.384402,0.149555,0.239724,9.477109,251.778181,4.280938,1.208173,3.004962,2.602235,2.681009,2.546302,110,1,0,1,1,1,0
245,0.7066,COMPLETE,228.2,45.57245,0.193965,1.402253,0.199858,0.165031,10.219975,248.807966,5.036815,1.102037,2.667505,3.237063,4.390663,3.727238,110,1,1,1,1,1,1
246,0.7122,COMPLETE,472.4,17.293659,0.204119,1.591286,0.186958,0.173165,14.090298,186.056845,4.066025,1.551109,2.639165,4.456949,3.755142,2.478715,130,0,1,1,1,1,1
247,0.7428,COMPLETE,249.9,25.835661,0.230978,1.368499,0.187786,0.198228,12.450034,307.452837,3.882987,1.686514,2.579153,3.589276,3.843499,3.96347,100,1,1,1,1,1,0
248,0.7243,COMPLETE,263.0,129.929269,0.224557,1.400941,0.133039,0.208413,10.553957,235.840227,2.655384,1.216682,2.667937,3.384305,2.895919,3.441528,120,1,1,1,1,1,1
249,0.7481,COMPLETE,286.1,10.619145,0.277972,1.617228,0.211079,0.143849,6.937357,255.758325,4.878163,0.934622,1.91981,1.91976,2.795172,3.399577,130,1,1,1,1,1,0
250,0.7085,COMPLETE,2056.0,14.086123,0.218317,1.286535,0.208708,0.108711,9.309667,290.332842,4.166694,1.605076,1.823442,0.933587,2.531434,0.984881,150,1,1,1,1,1,0
251,0.7337,COMPLETE,767.4,21.45066,0.326576,1.41327,0.161771,0.166577,9.849103,313.838646,5.699299,1.124182,1.793338,2.741263,3.023755,4.557185,110,1,1,1,1,1,1
252,0.7134,COMPLETE,427.4,30.696484,0.183359,1.335959,0.263817,0.149998,9.487837,348.223061,4.195409,1.285575,2.276297,2.868783,2.370257,6.086052,100,1,1,1,1,1,0
253,0.761,COMPLETE,138.1,16.967721,0.202372,1.25357,0.14868,0.144501,9.86215,328.718722,4.326256,1.376941,1.784225,2.01719,1.439082,4.896316,120,1,1,1,1,1,0
254,0.7555,COMPLETE,159.8,35.575548,0.221534,1.197718,0.16867,0.209785,9.315181,340.1273,4.259,1.345102,2.750147,1.779593,2.732482,4.367971,100,1,1,1,1,1,0
255,0.7514,COMPLETE,158.7,25.644567,0.261894,1.536507,0.189665,0.192554,8.318142,334.048505,5.246734,0.921569,2.592142,2.148838,2.120602,4.57174,100,1,1,1,1,1,0
256,0.7286,COMPLETE,148.3,33.714492,0.268745,1.253964,0.202012,0.165858,10.045317,277.18583,4.492517,2.1822,2.270471,2.914333,1.583563,4.682692,130,0,1,1,1,1,0
257,0.7278,COMPLETE,315.0,38.363319,0.213011,1.333978,0.183976,0.132631,12.424597,261.870258,2.96563,1.485123,2.48413,2.433422,2.615094,3.021335,140,1,1,1,1,1,1
258,0.7497,COMPLETE,123.8,13.316951,0.249617,1.572042,0.216034,0.236351,6.028975,282.240708,4.193419,1.410163,2.413748,2.144119,3.231083,5.53233,120,1,1,1,1,1,0
259,0.7415,COMPLETE,331.2,22.557121,0.214056,1.433796,0.184517,0.207039,10.80004,260.447668,2.958318,0.972186,1.58538,2.781256,2.904647,2.99955,100,1,1,1,1,1,0
260,0.7563,COMPLETE,197.5,13.031348,0.252818,1.458184,0.274795,0.198233,10.887585,300.621153,5.695077,1.221777,2.253833,2.976953,2.562297,3.921735,100,1,1,1,1,1,0
261,0.7578,COMPLETE,178.7,10.732119,0.238123,1.344725,0.194579,0.20607,9.083619,332.539314,5.395915,1.402171,1.903957,1.598665,2.176668,5.026303,110,1,1,1,1,1,0
262,0.7447,COMPLETE,142.1,14.470243,0.199949,1.432446,0.210929,0.255262,9.716137,280.30355,5.193587,1.416712,1.57569,2.072879,3.14243,4.83144,110,1,1,1,1,1,0
263,0.7122,COMPLETE,335.3,24.587304,0.206082,1.348159,0.136669,0.145053,11.985639,307.273293,3.957331,1.093675,1.807911,1.23167,2.379725,3.42262,100,1,1,1,1,1,1
264,0.7603,COMPLETE,282.0,32.058679,0.216602,1.399547,0.197364,0.204258,8.897478,315.587373,3.618201,1.362062,2.902204,1.657659,2.749112,3.60806,110,1,1,1,1,1,0
265,0.697,COMPLETE,112.1,57.774502,0.178987,1.294795,0.198103,0.149718,9.729211,331.207118,3.710367,0.392945,2.363809,3.451951,2.308472,6.050011,100,1,1,1,1,1,0
266,0.7422,COMPLETE,132.2,15.595109,0.257596,1.457564,0.181833,0.214883,10.106041,283.313124,4.958466,1.369505,2.163962,2.526501,2.816375,5.399944,130,1,1,1,1,1,0
267,0.7527,COMPLETE,298.3,13.129711,0.210619,1.28273,0.183674,0.181269,12.329789,292.927769,4.847509,1.648535,2.062217,1.220028,3.301732,3.270108,100,1,1,1,1,1,0
268,0.7174,COMPLETE,222.4,10.512563,0.192723,1.776177,0.189813,0.166705,8.719844,284.438921,4.145118,1.735971,2.514546,2.471115,1.921898,4.025069,100,1,1,1,1,1,1
269,0.723,COMPLETE,137.7,15.17873,0.219014,1.45252,0.214389,0.153003,5.912454,345.992539,4.888627,1.211687,1.600852,2.544819,1.90116,5.613755,100,1,1,1,1,0,0
270,0.7496,COMPLETE,161.2,10.784286,0.25603,1.418415,0.211542,0.163176,9.76509,306.757596,5.460051,0.528907,2.808887,3.24202,2.091004,4.619328,120,1,1,1,1,1,0
271,0.7114,COMPLETE,133.2,43.97326,0.16926,1.404204,0.177065,0.187222,9.07109,303.397486,5.491416,0.801821,2.627186,3.907244,2.269228,5.103062,120,1,1,1,1,1,0
272,0.6951,COMPLETE,343.4,24.676013,0.201707,1.493492,0.170183,0.120872,8.335484,313.838541,4.199336,0.954942,3.091288,1.953865,2.23833,2.93797,110,1,1,1,1,1,1
273,0.6003,COMPLETE,321.2,15.158758,0.140308,1.528895,0.221515,0.176409,10.327004,320.127733,5.156619,0.919911,2.22497,1.683401,2.339352,2.766502,110,1,1,1,1,1,1
274,0.7532,COMPLETE,142.2,30.179886,0.22118,1.230896,0.147791,0.268771,10.22742,351.942251,4.802033,1.71347,2.380173,2.060837,2.357388,5.08787,120,1,1,1,1,1,0
275,0.7692,COMPLETE,153.9,8.306033,0.224628,1.212265,0.215348,0.206405,10.117025,349.012838,3.225277,1.190137,1.936359,2.156028,1.832321,4.667948,100,1,1,1,1,1,0
