trial,accuracy,state,duration_seconds,cost_impossible,cost_minor,cost_no_match,gap_general_severe,gap_minor_general,ged_timeout,norm_angle,norm_cycle,norm_hdir,norm_vdir,norm_x,norm_y,simplification_epsilon,skel_threshold,use_angle_with_ox,use_cycle_count,use_horizontal_direction,use_normalized_x,use_normalized_y,use_vertical_direction
276,0.7242,COMPLETE,382.0,16.672457,0.282502,1.232147,0.134676,0.210197,8.743775,315.253619,3.19525,0.6913,1.800581,3.057128,2.801983,3.109913,110,1,1,1,1,1,0
277,0.6838,COMPLETE,177.4,17.933369,0.195506,1.52483,0.190901,0.222804,9.225529,286.367703,4.695919,1.901773,2.204509,1.698521,2.310318,4.359397,110,1,1,1,0,1,0
278,0.6843,COMPLETE,275.6,5.999799,0.155406,1.364736,0.228367,0.203314,9.805151,358.763362,4.256194,1.967312,2.069204,2.330138,3.096996,3.02964,120,1,1,1,1,1,0
279,0.7447,COMPLETE,223.2,28.97008,0.213918,1.226236,0.201496,0.198155,8.807366,293.275452,4.230861,1.033085,2.100031,2.054662,3.037487,3.864264,100,1,1,1,1,1,0
280,0.7527,COMPLETE,150.8,15.65545,0.262672,1.389784,0.199776,0.261196,8.109999,309.696851,4.57449,2.012859,2.923538,2.634142,3.425489,4.284364,100,1,1,1,1,1,0
281,0.7491,COMPLETE,275.4,15.124389,0.195998,1.596963,0.187287,0.181939,5.92546,318.019312,5.366565,0.93511,2.630457,2.884078,2.531169,3.556945,130,1,1,1,1,1,0
282,0.7449,COMPLETE,126.7,11.38258,0.200233,1.424289,0.164075,0.185318,6.588177,284.164656,2.91498,2.150774,2.511558,1.138242,2.645504,5.075767,120,1,1,1,1,1,0
283,0.7472,COMPLETE,142.5,14.335882,0.203274,1.46498,0.236453,0.186777,9.910075,234.544887,5.132672,1.060964,2.260839,2.093067,1.963082,4.52178,100,1,1,1,1,1,0
284,0.7481,COMPLETE,125.7,10.049068,0.2521,1.436283,0.137295,0.190453,8.430408,295.569445,3.753166,1.462175,2.7129,1.043258,4.11142,5.180336,100,1,1,1,1,1,0
285,0.7558,COMPLETE,212.8,20.841757,0.231241,1.376742,0.213906,0.235286,10.696411,254.801624,4.466986,1.622577,1.849337,2.288817,2.125459,3.579153,100,1,1,1,1,1,0
286,0.7148,COMPLETE,201.9,1.957443,0.240132,1.429667,0.167985,0.224046,8.71499,331.912254,2.7817,0.127757,2.010459,2.673697,2.360535,5.885727,120,1,1,1,1,0,1
287,0.7236,COMPLETE,839.6,23.831971,0.295189,1.15938,0.229435,0.193433,9.984522,297.123898,3.844209,1.105632,1.693916,3.025117,3.262633,2.947399,120,1,1,1,1,1,0
288,0.745,COMPLETE,130.3,11.412607,0.232505,1.346545,0.202161,0.173017,9.764451,285.727022,3.040451,2.043529,1.946006,2.377377,1.522886,5.107361,130,1,1,1,1,1,0
289,0.6901,COMPLETE,99.9,13.928767,0.256749,1.234118,0.199686,0.212727,8.880629,339.435589,3.676873,0.908415,2.385935,2.769621,1.564613,5.923916,110,1,1,0,1,1,0
290,0.7297,COMPLETE,105.0,10.69816,0.216187,1.302028,0.170542,0.2458,9.697691,278.57651,5.352552,1.514297,2.189312,2.656982,3.033109,5.290208,110,1,1,1,1,1,0
291,0.7433,COMPLETE,146.1,14.46956,0.202139,1.601781,0.150598,0.225567,10.223974,282.397525,4.246891,1.834494,2.807809,1.67227,2.238058,4.420096,120,1,1,1,1,1,0
292,0.7203,COMPLETE,97.5,8.793643,0.267481,1.266223,0.228615,0.292945,8.843672,319.32995,4.474146,1.009263,2.88817,2.220972,3.066903,6.169738,120,1,1,1,1,1,1
293,0.6766,COMPLETE,132.8,20.806808,0.173062,1.208413,0.154716,0.183516,9.280303,319.373479,4.130425,2.040596,3.255739,2.204325,2.202785,4.465299,100,1,1,1,1,1,1
294,0.7472,COMPLETE,151.2,18.206088,0.207907,1.417375,0.11209,0.266708,8.061998,308.313995,2.112453,1.218298,2.452136,2.339007,2.490203,4.176133,100,1,1,1,1,1,0
295,0.7375,COMPLETE,190.1,6.829177,0.244016,1.519779,0.210538,0.231508,7.387933,317.135161,4.914966,1.144981,2.546368,3.175024,2.215289,4.046013,120,1,1,1,1,1,0
296,0.7397,COMPLETE,267.5,9.50834,0.218775,1.363658,0.195856,0.213555,10.39987,253.485827,2.786375,1.485284,1.758416,2.161253,2.494052,3.371331,100,1,1,1,1,1,0
297,0.747,COMPLETE,179.6,11.094501,0.271971,1.594795,0.190439,0.231675,13.053124,335.070442,4.049913,1.700614,3.043693,2.653374,2.397172,4.209898,110,1,1,1,1,1,0
298,0.7384,COMPLETE,314.2,18.027291,0.18659,1.402361,0.185185,0.249947,10.258791,273.467733,3.763479,1.623175,2.634666,1.824698,3.050399,3.376384,120,1,1,1,1,1,0
299,0.7239,COMPLETE,140.5,17.209608,0.23738,1.480538,0.155952,0.249758,9.895804,259.261177,3.939996,1.526037,2.369353,2.36933,2.836309,5.625347,110,1,1,1,1,1,0
300,0.7302,COMPLETE,959.7,20.379851,0.192115,1.435321,0.24158,0.228334,9.962032,248.941213,4.618099,1.34552,2.181032,1.913894,2.713263,1.532839,100,1,1,1,1,1,0
301,0.7591,COMPLETE,232.0,15.125781,0.2006,1.425162,0.142721,0.25935,11.018896,241.682711,2.806443,1.442879,2.541907,2.2095,1.486494,3.392158,100,1,1,1,1,1,0
302,0.7364,COMPLETE,933.8,20.73029,0.209782,1.542104,0.229739,0.197453,7.4409,274.820875,4.08844,2.095389,2.01275,3.054469,2.17767,2.834183,110,1,1,1,1,1,0
303,0.7501,COMPLETE,954.3,19.291249,0.198818,1.420736,0.134855,0.260858,9.592929,272.435578,3.426056,1.395518,2.475997,1.986152,2.753992,2.692835,140,1,1,1,1,1,0
304,0.7603,COMPLETE,255.4,11.099808,0.232041,1.4744,0.214915,0.207992,9.840256,267.398278,2.565498,1.745257,2.193199,2.671427,1.83108,3.602508,100,1,1,1,1,1,0
305,0.7528,COMPLETE,150.4,13.72698,0.245387,1.198519,0.186819,0.221414,7.508467,343.226689,3.634812,1.427715,2.82188,2.26242,2.544236,4.242608,100,1,1,1,1,1,0
306,0.7378,COMPLETE,456.1,25.896181,0.226029,1.230449,0.159285,0.275457,9.032703,303.840829,4.588083,1.848495,2.229488,1.713362,2.500706,2.365167,100,1,1,1,1,1,0
307,0.7211,COMPLETE,399.1,33.403281,0.209827,1.267004,0.183095,0.193549,10.047983,220.282257,4.811266,2.017901,1.918208,1.943824,2.284799,2.366353,100,1,1,1,1,1,0
308,0.738,COMPLETE,309.5,26.96283,0.273074,1.420531,0.115349,0.238817,6.158568,259.298893,4.115473,1.255082,2.15379,1.803972,1.617426,3.038476,100,1,1,1,1,1,0
309,0.6912,COMPLETE,1064.1,25.00214,0.27675,1.48826,0.202198,0.221922,7.487607,258.174481,2.562484,1.576742,1.730178,1.375721,1.56543,1.311246,110,1,1,1,1,1,0
310,0.7177,COMPLETE,104.9,15.400108,0.232154,1.513379,0.196685,0.226027,9.89488,283.508464,4.241364,1.104404,2.445993,2.536938,2.660479,5.513314,110,1,1,1,1,1,1
311,0.6364,COMPLETE,254.1,10.723132,0.192524,1.465617,0.135676,0.246222,10.328896,254.533357,0.558351,1.132337,2.539363,2.173487,2.247159,3.365266,110,1,0,1,1,1,0
312,0.7377,COMPLETE,330.7,23.119444,0.203083,1.467902,0.18689,0.221537,9.501188,271.538904,3.125777,1.475107,2.27319,2.558164,0.959059,2.670224,110,1,1,1,1,1,0
313,0.7338,COMPLETE,550.0,15.487524,0.245373,1.373536,0.165439,0.235584,8.132183,271.719029,3.233909,1.660642,2.452119,2.883075,1.649437,2.073065,100,1,1,1,1,1,0
314,0.7211,COMPLETE,134.0,8.511115,0.242919,1.451179,0.157307,0.242939,9.545352,340.156259,2.84132,0.978566,3.025459,2.309554,1.800233,4.495395,100,0,1,1,1,1,0
315,0.7477,COMPLETE,458.1,11.480879,0.271447,1.457408,0.169424,0.271193,11.20388,240.712063,3.719147,1.548458,2.992228,2.180874,2.351108,3.708148,100,1,1,1,1,1,0
316,0.7415,COMPLETE,288.9,17.295065,0.206777,1.379176,0.141002,0.217074,10.99283,283.560931,2.494214,1.636821,2.141745,2.677589,1.796622,3.134067,100,1,1,1,1,1,0
317,0.6482,COMPLETE,569.9,13.817513,0.201449,1.347527,0.170586,0.250392,9.974156,246.258391,2.99213,2.645976,2.511482,2.380767,1.962507,2.478642,110,1,0,1,1,1,0
318,0.6584,COMPLETE,375.0,12.400716,0.296139,1.340583,0.21824,0.264934,11.22055,284.75118,3.221846,1.115085,2.426891,2.488389,1.946713,3.295128,100,1,1,1,1,0,0
319,0.6886,COMPLETE,98.9,24.134688,0.167815,1.275499,0.208847,0.223171,9.087049,264.415572,3.206365,2.40335,2.632369,2.188206,1.992788,6.29698,130,1,1,1,1,1,0
320,0.6751,COMPLETE,381.8,12.624662,0.223811,1.235723,0.156234,0.240185,11.099101,290.746172,1.835099,1.326028,2.643148,3.838862,1.995362,3.261015,100,1,0,1,1,1,0
321,0.7451,COMPLETE,574.1,9.971304,0.221274,1.19533,0.170459,0.256348,10.672384,358.830092,3.401425,1.351415,2.70583,2.521715,1.521051,2.439797,110,1,1,1,1,1,0
322,0.7356,COMPLETE,325.3,12.466479,0.200083,1.558212,0.195047,0.230964,9.856694,288.40693,4.094937,1.767354,3.342755,2.0967,0.985027,2.93447,130,1,1,1,1,1,0
323,0.7303,COMPLETE,1661.8,15.164037,0.260603,1.413783,0.209784,0.238596,12.39433,214.057534,3.781091,0.986283,2.927755,2.438761,2.52068,1.858849,100,1,1,1,1,1,0
324,0.7584,COMPLETE,184.5,9.833602,0.223175,1.335997,0.202071,0.224587,12.383713,288.749472,2.107291,2.054022,2.999937,2.526325,1.706204,3.935154,110,1,1,1,1,1,0
325,0.6494,COMPLETE,1104.9,15.805051,0.216007,1.463962,0.183924,0.232925,9.720287,233.462611,2.153778,1.755154,2.367668,2.493941,1.437603,1.994806,100,1,0,1,1,1,0
326,0.709,COMPLETE,194.5,24.607287,0.159481,1.592542,0.140391,0.224407,10.523011,297.146442,0.807998,1.946495,2.736158,3.251888,1.804844,3.496408,120,1,1,1,1,1,0
327,0.7544,COMPLETE,361.0,17.445567,0.231516,1.184821,0.161233,0.279462,11.873493,248.005616,3.026143,0.965714,2.237429,1.965619,1.807405,2.854101,110,1,1,1,1,1,0
328,0.746,COMPLETE,214.3,10.929994,0.245074,1.515852,0.19325,0.224402,8.607886,253.540839,4.179075,1.432839,2.989116,2.260535,1.488832,3.581302,100,1,1,1,1,1,0
329,0.6933,COMPLETE,237.1,13.009957,0.2442,1.500604,0.157508,0.287675,10.31889,271.47856,3.399494,1.369344,2.223466,2.565892,2.140717,3.705215,100,1,0,1,1,1,0
330,0.745,COMPLETE,391.2,15.068806,0.255549,1.313514,0.171882,0.25551,11.31407,247.780583,2.754751,1.323341,1.891445,2.219179,1.95928,3.236263,100,1,1,1,1,1,0
331,0.7571,COMPLETE,250.5,8.09947,0.210092,1.56145,0.150949,0.258589,10.707721,276.81431,2.313325,1.711979,2.347768,2.551318,1.504582,3.432516,110,1,1,1,1,1,0
332,0.7492,COMPLETE,391.3,3.428329,0.250292,1.501221,0.180579,0.258433,7.771739,240.984633,2.698635,1.730342,3.050791,2.005423,1.392931,2.953735,100,1,1,1,1,1,0
333,0.6823,COMPLETE,1047.4,17.365391,0.254992,1.350253,0.173918,0.284295,12.127674,222.972647,1.891807,1.89695,3.001356,2.129247,2.443016,1.783981,120,1,0,1,1,1,0
334,0.7232,COMPLETE,196.5,5.801273,0.16537,1.285912,0.173847,0.210406,10.507452,270.940984,2.724393,1.397892,1.742158,2.676229,2.009832,3.70283,120,1,1,1,1,1,0
335,0.6428,COMPLETE,1342.0,10.285841,0.299365,1.432429,0.168199,0.23039,11.568393,184.171114,2.430022,2.341445,1.982776,2.602924,2.495651,2.290737,110,0,1,1,1,1,0
336,0.7329,COMPLETE,1447.1,10.012415,0.250176,1.221275,0.240853,0.270201,12.65963,288.446469,1.508655,2.241021,2.258485,2.523328,1.521346,1.774937,100,1,1,1,1,1,0
337,0.6944,COMPLETE,667.3,3.488797,0.219716,1.343064,0.198912,0.224375,9.271928,265.357312,2.654465,1.59689,2.416839,1.742954,1.945605,2.579176,100,1,1,1,1,0,0
338,0.7442,COMPLETE,446.5,3.935869,0.243133,1.438092,0.135166,0.233078,12.307929,215.270101,1.751331,2.41837,2.396876,1.738911,1.850948,3.039749,130,1,1,1,1,1,0
339,0.7353,COMPLETE,163.6,13.732308,0.175648,1.448506,0.227378,0.264841,11.794148,310.571257,1.794614,2.232647,3.283836,2.626129,1.803256,3.900222,110,1,1,1,1,1,0
340,0.7548,COMPLETE,212.2,31.783534,0.223401,1.30256,0.180177,0.218627,13.116573,249.245884,1.893971,2.422427,2.658425,2.286038,1.336193,3.616973,110,1,1,1,1,1,0
341,0.6995,COMPLETE,425.7,10.172977,0.240805,1.510363,0.232554,0.277751,11.175974,287.942808,1.767536,1.392266,2.982091,2.422255,1.268778,3.064061,100,1,1,1,1,0,0
342,0.6012,COMPLETE,964.0,3.401176,0.197197,1.443563,0.162266,0.260401,9.885522,238.561273,3.741851,1.664888,2.523806,1.622669,2.585168,2.417794,130,1,0,1,1,0,0
343,0.7504,COMPLETE,795.4,7.1905,0.228563,1.506855,0.171956,0.227825,8.785147,304.016761,2.995134,1.703399,2.560477,2.701568,1.514873,2.818236,100,1,1,1,1,1,0
344,0.6809,COMPLETE,319.1,7.507007,0.219947,1.508856,0.202509,0.273949,13.481053,299.456258,1.69012,1.229932,2.792776,2.661139,0.888973,3.494191,110,1,0,1,1,1,0
345,0.6668,COMPLETE,1788.5,14.388606,0.225443,1.456686,0.1956,0.212659,12.914468,298.087967,0.799956,1.78539,2.572122,1.976402,1.342917,1.783801,130,1,1,1,1,0,0
346,0.7594,COMPLETE,138.3,4.193948,0.206492,1.28279,0.181011,0.251066,11.576575,334.414515,1.02121,2.83498,2.988976,2.557811,1.224188,4.813805,100,1,1,1,1,1,0
347,0.7258,COMPLETE,400.3,24.161096,0.236652,1.28148,0.183577,0.245582,10.674215,283.234197,2.601613,2.263967,2.111335,2.483127,0.968685,2.919628,100,1,1,1,1,1,0
348,0.7265,COMPLETE,593.9,16.620062,0.254479,1.40759,0.137794,0.269429,12.128051,247.907722,2.163008,2.673336,2.408646,2.79239,1.651124,2.351426,110,1,1,1,1,1,0
349,0.6778,COMPLETE,152.5,11.032521,0.148267,1.373774,0.198524,0.187339,12.164177,276.705315,0.971889,1.660698,2.425697,2.206034,1.27302,3.962966,110,1,1,1,1,1,0
350,0.7581,COMPLETE,215.9,8.369314,0.214954,1.337164,0.187796,0.239423,8.205492,295.714825,2.027066,1.701992,3.613017,1.878701,0.523676,4.216114,120,1,1,1,1,1,0
351,0.7327,COMPLETE,1382.9,24.543141,0.196088,1.41698,0.154812,0.225023,10.070037,307.204728,4.529219,1.340501,2.71146,1.999871,1.833135,1.998574,110,1,1,1,1,1,0
352,0.71,COMPLETE,2499.1,7.511634,0.270906,1.285345,0.209426,0.248771,11.795213,224.993344,3.132251,2.154716,2.213965,1.962154,1.265552,1.542289,110,1,1,1,1,1,0
353,0.7154,COMPLETE,149.7,8.585245,0.165586,1.52731,0.166453,0.21015,9.417459,255.381283,2.026989,1.931729,3.048858,2.972475,0.748561,3.845205,110,1,1,1,1,1,0
354,0.7603,COMPLETE,301.2,6.046992,0.245579,1.441675,0.19351,0.262701,11.567396,254.696924,1.659152,2.375677,3.060636,3.319559,2.066512,3.599662,120,1,1,1,1,1,0
355,0.7519,COMPLETE,122.9,35.148956,0.209463,1.178824,0.193127,0.242102,9.362473,262.392467,2.388426,1.976977,2.342313,3.222949,2.995254,4.335578,140,1,1,1,1,1,0
356,0.7113,COMPLETE,121.8,7.706113,0.164074,1.18256,0.176631,0.229432,14.688151,223.343993,2.349594,2.32119,2.803824,2.515765,2.004921,4.698319,100,1,1,1,1,1,0
357,0.7374,COMPLETE,111.4,4.328419,0.252551,1.553471,0.199641,0.27367,10.292329,242.480591,2.084672,2.264958,2.506429,3.076087,1.354639,4.873716,110,1,1,1,1,1,0
358,0.7526,COMPLETE,122.3,29.862189,0.238549,1.653788,0.154234,0.225467,10.034485,295.492339,1.047784,2.905161,3.481236,2.355085,1.731704,4.699077,120,1,1,1,1,1,0
359,0.7518,COMPLETE,107.0,9.770967,0.237541,1.584352,0.230455,0.236052,12.007022,309.986504,2.14294,1.87168,3.284209,3.236301,1.560955,5.364951,120,1,1,1,1,1,0
360,0.7499,COMPLETE,120.0,4.793721,0.218623,1.299066,0.153646,0.266538,12.013713,297.103873,1.300452,2.349311,2.684744,3.509075,1.19579,4.783988,120,1,1,1,1,1,0
361,0.7438,COMPLETE,195.8,8.34694,0.22668,1.25087,0.190806,0.19564,12.119245,232.985849,2.08891,2.306071,2.720526,2.685022,1.743738,3.522808,110,1,1,1,1,1,0
362,0.7626,COMPLETE,272.5,5.018137,0.22043,1.161279,0.182037,0.254938,10.622838,299.452756,1.939195,1.862065,3.103215,2.528897,1.623324,3.490082,100,1,1,1,1,1,0
363,0.7533,COMPLETE,272.4,17.616605,0.235269,1.179832,0.207988,0.216779,9.637395,312.783201,2.188295,2.949944,2.918671,3.549908,0.725216,3.343627,100,1,1,1,1,1,0
364,0.7649,COMPLETE,143.9,6.217878,0.22811,1.370822,0.177502,0.236641,8.985211,346.7091,1.629522,2.173542,3.527078,3.0358,2.121531,4.386982,110,1,1,1,1,1,0
365,0.7205,COMPLETE,96.4,9.04583,0.160438,1.428223,0.196262,0.277963,12.15746,311.408347,3.391926,1.684241,3.889929,1.844571,1.21321,4.822611,110,1,1,1,1,1,0
366,0.7497,COMPLETE,110.7,6.223798,0.199983,1.562365,0.172379,0.267255,11.724876,240.33808,3.726116,2.652039,2.755299,2.623994,1.015607,5.200365,120,1,1,1,1,1,0
367,0.7587,COMPLETE,211.6,3.002723,0.255762,1.222612,0.196071,0.273435,10.062891,275.175727,3.246274,2.635392,3.468346,3.35611,2.426862,4.449553,110,1,1,1,1,1,0
368,0.7499,COMPLETE,239.9,7.60272,0.201774,1.283994,0.210127,0.259459,9.989854,310.958644,3.262864,2.271776,3.891494,3.103837,1.459721,3.890193,110,1,1,1,1,1,0
369,0.7467,COMPLETE,133.4,4.304059,0.217818,1.317182,0.146929,0.257811,10.977622,260.19423,3.08867,2.199403,3.337464,2.680956,2.076129,4.147616,110,1,1,1,1,1,0
370,0.7531,COMPLETE,218.0,7.524467,0.229104,1.31314,0.147263,0.195378,9.836958,314.875498,1.290731,1.712503,2.395322,3.352111,1.637591,3.706798,130,1,1,1,1,1,0
371,0.7536,COMPLETE,207.7,10.346974,0.227664,1.399951,0.20118,0.268539,9.943439,259.312059,2.05077,2.658771,3.60326,3.171381,2.066661,3.588318,110,1,1,1,1,1,0
372,0.7623,COMPLETE,169.5,18.55738,0.247419,1.246099,0.183548,0.254017,8.254316,285.115649,2.059241,3.252431,3.484597,2.910422,2.722692,3.837049,100,1,1,1,1,1,0
373,0.7347,COMPLETE,452.4,9.25334,0.244011,1.084416,0.184261,0.26842,10.115617,318.235021,1.190519,2.807197,3.020062,2.875523,1.405714,3.24503,100,1,1,1,1,1,0
374,0.7694,COMPLETE,148.2,3.735351,0.229113,1.352738,0.194788,0.238939,11.751634,264.459812,0.618232,2.187576,2.921561,2.887348,1.085849,4.600777,110,1,1,1,1,1,0
375,0.7542,COMPLETE,267.3,3.471518,0.200704,1.185662,0.161182,0.201464,9.533012,330.21327,2.190874,2.44354,3.433109,3.338938,0.250251,2.860353,100,1,1,1,1,1,0
376,0.7551,COMPLETE,152.7,6.663673,0.249377,1.222657,0.208841,0.261422,10.341753,311.586827,2.094704,1.906057,3.951221,2.677435,1.052258,4.265077,130,1,1,1,1,1,0
377,0.7497,COMPLETE,432.0,6.751703,0.222011,1.525692,0.21597,0.22539,9.171944,319.458784,0.852702,2.12502,3.807433,3.524182,1.475856,2.33946,130,1,1,1,1,1,0
378,0.7357,COMPLETE,210.5,6.914241,0.213631,1.557108,0.183884,0.275629,12.468968,298.536217,1.565126,1.63761,3.942513,2.639917,1.032937,3.79822,100,1,1,1,1,1,0
379,0.7556,COMPLETE,140.8,4.73954,0.219887,1.165241,0.240891,0.248037,10.878126,281.723791,1.215639,1.99749,3.465483,2.867526,1.516886,4.534494,130,1,1,1,1,1,0
380,0.7548,COMPLETE,154.4,9.8055,0.185625,1.244969,0.177188,0.220743,11.183907,323.028577,2.5409,1.846453,3.546918,2.693327,1.479516,4.66085,110,1,1,1,1,1,0
381,0.7134,COMPLETE,115.4,11.206691,0.226971,1.197422,0.267455,0.276724,10.526561,325.617671,0.691743,1.972353,3.586273,2.389217,1.902893,5.575543,120,1,1,1,1,0,0
382,0.6675,COMPLETE,128.1,8.688245,0.140829,1.188365,0.193374,0.195071,11.088423,260.513166,0.900474,2.393312,3.449518,2.700592,1.690385,4.716671,110,1,1,1,1,1,0
383,0.7612,COMPLETE,125.3,6.455038,0.231402,1.423578,0.234839,0.274689,9.9787,305.507262,0.853818,2.852242,2.989666,3.950635,1.640992,4.575539,120,1,1,1,1,1,0
384,0.745,COMPLETE,113.9,24.491827,0.22366,1.470393,0.200581,0.261373,10.208052,251.586687,2.683004,2.31185,3.561891,3.643787,1.256076,4.909725,120,1,1,1,1,1,0
385,0.7549,COMPLETE,145.4,10.979927,0.230578,1.040682,0.243026,0.245631,8.71007,311.45166,1.677582,1.923474,2.586723,2.179624,1.523239,4.84066,120,1,1,1,1,1,0
386,0.7501,COMPLETE,143.5,9.149019,0.251841,1.370211,0.19162,0.216828,6.788185,247.245461,0.708434,2.398397,3.319064,2.833883,0.655354,4.998923,110,1,1,1,1,1,0
387,0.7636,COMPLETE,274.5,12.031559,0.203904,1.144322,0.258403,0.249038,12.847046,270.099048,0.530332,2.713291,3.569156,2.675878,1.385971,3.355572,110,1,1,1,1,1,0
388,0.7377,COMPLETE,938.5,3.392228,0.237345,0.943872,0.224424,0.26047,6.990752,235.332175,2.143399,1.783648,3.261886,3.383998,1.598134,2.325974,100,1,1,1,1,1,0
389,0.7038,COMPLETE,124.2,8.947699,0.168602,1.585811,0.187331,0.239029,11.428232,222.696327,0.992403,2.479605,3.363156,2.851791,1.66841,4.580093,100,1,1,1,1,1,0
390,0.7116,COMPLETE,221.1,3.758634,0.175919,1.323785,0.168512,0.225045,11.429621,259.001026,0.528516,1.992222,3.368949,1.994645,1.852888,3.686343,120,1,1,1,1,0,0
391,0.7001,COMPLETE,281.8,9.81704,0.294857,1.322175,0.205911,0.188826,12.183695,215.700911,1.410132,2.907604,3.702475,3.357724,1.999521,3.435925,100,1,1,0,1,1,0
392,0.7499,COMPLETE,438.1,6.280469,0.241855,1.437752,0.193769,0.19988,10.672684,280.755958,0.649506,1.783726,3.914725,2.766811,0.905093,2.503942,100,1,1,1,1,1,0
393,0.7417,COMPLETE,276.6,16.748264,0.21134,1.18877,0.238154,0.289842,11.383595,300.027935,1.219372,2.368287,3.613521,3.826183,1.819239,3.346525,140,1,1,1,1,1,0
394,0.7477,COMPLETE,663.1,13.156258,0.22041,1.192034,0.188844,0.249531,9.680973,319.699416,1.404828,2.442866,2.976518,2.872342,1.421742,3.380288,110,1,1,1,1,1,0
395,0.7487,COMPLETE,149.0,8.87064,0.265579,1.382845,0.227279,0.23036,11.547654,277.279376,1.29772,2.436152,3.79289,2.978492,2.507031,4.119275,100,1,1,1,1,1,0
396,0.7045,COMPLETE,117.5,5.413747,0.269303,1.257589,0.245777,0.202689,9.389957,271.273451,1.501496,2.807781,3.551945,3.279985,1.216778,5.641667,100,1,1,1,1,1,0
397,0.762,COMPLETE,217.9,8.716534,0.239807,1.274359,0.202411,0.240662,9.662998,305.763457,2.329771,2.408224,2.852273,3.585884,1.349192,4.100317,110,1,1,1,1,1,0
398,0.7633,COMPLETE,190.6,18.247104,0.238032,1.325823,0.224168,0.265635,9.526736,205.608185,0.943932,2.475408,3.080244,3.295534,1.827892,3.960751,120,1,1,1,1,1,0
399,0.7192,COMPLETE,315.3,13.650836,0.238901,1.172507,0.191985,0.223184,11.955976,280.276678,1.164741,2.584288,3.37433,3.048682,0.836313,3.614293,110,1,1,1,1,0,0
400,0.7194,COMPLETE,127.8,7.38984,0.17483,1.088133,0.193734,0.250956,12.594644,305.189962,0.812169,3.010995,3.499253,2.63878,0.969291,4.531845,100,1,1,1,1,1,0
401,0.6799,COMPLETE,705.0,9.412331,0.247887,1.436214,0.237963,0.216274,12.249588,321.114435,1.583484,2.066947,3.036002,4.161682,1.697473,2.535919,110,1,1,1,1,0,0
402,0.7322,COMPLETE,856.5,11.673122,0.213303,1.171382,0.217875,0.267037,8.437902,331.184306,0.896757,2.531249,3.409718,2.834517,0.333692,3.304836,120,1,1,1,1,1,0
403,0.7124,COMPLETE,220.8,9.53568,0.218198,1.191039,0.275247,0.28912,9.086319,293.043439,1.236621,2.623279,3.455993,3.082603,1.77204,4.879818,120,1,1,1,1,0,0
404,0.7599,COMPLETE,332.0,15.617355,0.215747,1.286972,0.217566,0.221037,10.372302,281.65221,0.682683,3.216268,3.073857,2.512305,0.999457,4.032711,120,1,1,1,1,1,0
405,0.7227,COMPLETE,245.0,9.674648,0.184093,1.161387,0.207348,0.260461,6.609403,281.678566,2.053901,1.965422,3.148394,2.120811,1.553568,3.443333,100,1,1,1,1,1,0
406,0.7364,COMPLETE,104.6,35.30089,0.233851,1.274227,0.229695,0.197673,10.412757,203.992182,1.499025,1.963376,2.627204,2.785864,1.807317,5.182671,100,1,1,1,1,1,0
407,0.7518,COMPLETE,208.7,16.058287,0.203935,1.181459,0.205054,0.284323,10.469173,314.265349,0.670139,2.963274,3.102237,3.424213,1.538185,3.713015,110,1,1,1,1,1,0
408,0.7515,COMPLETE,205.8,14.013993,0.233581,1.385834,0.240749,0.243618,10.27835,227.514964,1.446519,2.780297,3.155822,2.624896,1.018179,4.040551,120,1,1,1,1,1,0
409,0.7585,COMPLETE,177.7,7.658484,0.218314,1.394618,0.208696,0.223682,10.673776,284.305911,2.323186,2.981177,3.763671,3.594787,1.786077,4.020099,110,1,1,1,1,1,0
410,0.7564,COMPLETE,150.4,10.365582,0.227564,1.482896,0.243046,0.273584,10.843926,230.344657,0.994239,3.08703,3.00921,3.600609,2.123125,4.214324,110,1,1,1,1,1,0
411,0.6915,COMPLETE,132.3,5.078075,0.229961,1.286197,0.250199,0.233369,11.258706,321.987431,2.295094,2.290834,3.605783,3.890121,2.225121,4.82075,140,1,0,1,1,1,0
412,0.7119,COMPLETE,265.8,19.866211,0.220921,1.262967,0.242246,0.261729,9.471801,219.09342,1.658432,2.350352,2.794536,3.751486,2.25559,3.976052,110,1,1,1,1,0,0
413,0.766,COMPLETE,128.9,6.514365,0.223181,1.345484,0.231841,0.249626,8.754941,282.702388,2.230142,2.818181,3.59623,2.087016,1.50183,4.920226,130,1,1,1,1,1,0
414,0.6571,COMPLETE,351.1,17.843236,0.282847,1.362923,0.251392,0.20446,8.622847,318.284016,1.08453,2.165269,3.273565,3.094373,1.878661,3.354373,100,1,1,1,1,0,0
415,0.6876,COMPLETE,93.0,16.929188,0.152037,1.235482,0.194506,0.243463,9.596368,256.01869,1.216942,2.308563,3.233385,3.640477,2.109268,5.455683,130,1,1,1,1,1,0
416,0.7311,COMPLETE,110.1,11.655701,0.273543,1.411249,0.169584,0.23375,10.705639,298.676261,2.012769,2.622998,3.805576,3.167509,2.566444,5.137391,120,1,1,1,1,1,1
417,0.7254,COMPLETE,187.9,11.018926,0.185871,1.243299,0.183631,0.21787,10.510607,285.507012,2.687067,3.598255,3.544383,2.787732,1.770259,4.033652,120,1,1,1,1,0,0
